"","X","Gene_symbol",".T0.s1",".T0.s2",".T0.s3",".T96.s4",".T96.s5",".T96.s6"
"13839",13839,"Rpusd1",145.1140465,139.0423255,134.0226564,140.9491166,110.6145751,145.1301517
"13840",13840,"Rpusd2",271.0076895,222.3106108,260.2758833,226.0046179,231.7638717,205.0090255
"13841",13841,"Rpusd3",31.7136658,40.06304293,31.07771741,27.94680759,37.92499718,34.50646965
"13842",13842,"Rpusd4",169.1395509,198.7441149,193.2645552,191.9824174,180.1437366,206.0239217
"13843",13843,"Rrad",67.2714123,70.69948753,90.31961624,106.926916,159.0742937,159.3386981
"13844",13844,"Rraga",473.7829466,411.6281274,423.4338998,407.051328,371.8756668,389.7201278
"13845",13845,"Rragb",285.4229922,296.1522978,295.2383154,238.1554038,257.0472031,263.8730032
"13846",13846,"Rragc",637.1563765,627.6543393,517.6382307,631.8408673,660.5270343,589.6546725
"13847",13847,"Rragd",816.8671493,806.7597077,780.82765,708.3908186,584.6770399,616.0419728
"13848",13848,"Rras",134.5428246,124.1168781,115.5702616,127.5832521,153.806933,132.9513978
"13849",13849,"Rras2",366.1486869,369.9939847,340.8837129,272.1776044,253.8867867,259.8134185
"13850",13850,"Rrbp1",4449.523413,5362.948904,5251.163064,4162.859253,3178.325458,4036.242052
"13851",13851,"Rreb1",63.42733159,56.55959002,44.67421878,71.68963687,97.97290939,106.5640974
"13852",13852,"Rrh",12.49326228,3.927749307,15.53885871,3.645235773,6.320832864,4.059584664
"13853",13853,"Rrm1",4600.403581,4430.501218,4403.324086,2534.653941,2585.220641,2715.86214
"13854",13854,"Rrm2",1711.576933,1575.027472,1583.992409,948.9763796,983.9429825,1137.698602
"13855",13855,"Rrm2b",559.3137422,551.4560027,651.660887,693.8098755,672.1152279,675.9208466
"13856",13856,"Rrn3",1509.762696,1419.4886,1357.70778,1239.380163,1152.498526,1198.592372
"13857",13857,"Rrp1",3303.987364,3437.566194,3742.922591,3266.131253,2860.176871,3341.038179
"13858",13858,"Rrp12",1452.101485,1461.908292,1516.981081,1280.692835,1187.263106,1076.804832
"13859",13859,"Rrp15",1172.444614,1233.313282,1026.535853,829.8986777,898.6117388,911.3767571
"13860",13860,"Rrp1b",1197.431139,1102.126456,1326.630062,787.370927,705.8263365,776.395567
"13861",13861,"Rrp36",165.2954702,132.7579266,132.080299,92.34597292,107.4541587,102.5045128
"13862",13862,"Rrp7a",2172.866617,1985.87005,1849.124186,1588.107718,1474.861002,1538.582588
"13863",13863,"Rrp8",449.7574422,444.6212216,477.8199053,303.7696478,281.2770624,307.5135383
"13864",13864,"Rrp9",433.4200992,495.6819626,506.9552653,377.8894418,310.7742825,391.7499201
"13865",13865,"Rrs1",1190.703998,1253.737579,1282.927022,840.834385,798.5318852,849.468091
"13866",13866,"Rsad1",117.2444614,113.9047299,91.29079491,139.734038,163.2881823,133.9662939
"13867",13867,"Rsad2",1.922040351,6.284398891,1.942357338,3.645235773,12.64166573,20.29792332
"13868",13868,"Rsbn1",598.7155694,556.9548518,567.1683428,708.3908186,619.4416207,628.2207268
"13869",13869,"Rsbn1l",471.8609063,549.884903,484.6181559,533.4195015,479.3298255,554.1333067
"13870",13870,"Rsf1",2233.410888,2304.017744,2133.679536,1933.190038,1991.062352,1996.300759
"13871",13871,"Rskr",0.961020176,7.069948753,5.827072015,2.430157182,5.26736072,3.044688498
"13872",13872,"Rsl1",61.50529124,53.41739058,48.55893346,43.74282928,63.20832864,42.62563897
"13873",13873,"Rsl1d1",2048.895015,2121.770176,1869.518938,1656.15212,1528.588081,1578.163538
"13874",13874,"Rsl24d1",1268.546632,1249.80983,1204.26155,872.4264284,934.4297917,980.3896964
"13875",13875,"Rslcan18",16.33734299,0.785549861,5.827072015,17.01110027,14.74861002,11.16385783
"13876",13876,"Rsph1",60.54427107,47.91854155,62.15543483,109.3570732,114.8284637,131.9365016
"13877",13877,"Rsph3a",365.1876668,331.5020415,373.9037876,374.244206,289.7048396,385.6605431
"13878",13878,"Rsph3b",129.7377237,168.1076703,184.5239472,247.8760326,359.2340011,233.4261182
"13879",13879,"Rsph4a",0,0.785549861,0,7.290471546,6.320832864,2.029792332
"13880",13880,"Rsph9",38.44080703,36.13529363,11.65414403,49.81822223,56.88749578,37.55115814
"13881",13881,"Rspry1",417.0827562,346.4274889,313.6907102,398.5457779,434.0305233,398.8541933
"13882",13882,"Rsrc1",1482.854131,1518.467882,1372.27546,1364.533258,1243.09713,1433.033386
"13883",13883,"Rsrc2",774.5822616,810.687457,760.432898,595.3885096,532.0034327,520.6417332
"13884",13884,"Rsrp1",448.796422,432.0524238,462.2810465,584.4528023,499.3457963,543.984345
"13885",13885,"Rsu1",507.4186528,505.8941108,520.5517667,399.7608565,376.0895554,427.2712859
"13886",13886,"Rtbdn",4.805100878,14.13989751,4.855893346,21.87141464,42.13888576,29.43198882
"13887",13887,"Rtca",509.3406931,567.9525498,568.1395215,444.7187643,417.174969,442.4947284
"13888",13888,"Rtcb",2043.128893,1930.09601,2010.339845,1701.110027,1836.201947,1820.723722
"13889",13889,"Rtel1",687.1294256,585.2346468,637.093207,462.9449432,458.2603826,456.7032747
"13890",13890,"Rtf1",1135.925848,1212.888986,1369.361924,951.4065368,876.4888238,979.3748002
"13891",13891,"Rtf2",595.8325089,659.0763337,629.3237777,538.2798158,483.5437141,570.3716453
"13892",13892,"Rtkn",292.1501334,269.4436025,320.4889608,332.9315339,331.8437254,299.394369
"13893",13893,"Rtkn2",683.2853449,697.568277,696.3351058,662.2178321,497.238852,702.3081469
"13894",13894,"Rtl1",24.98652457,32.99309418,31.07771741,31.59204337,16.8555543,11.16385783
"13895",13895,"Rtl5",0,1.571099723,0,2.430157182,6.320832864,10.14896166
"13896",13896,"Rtl6",201.8142369,183.0331177,212.6881286,148.2395881,133.7909623,134.9811901
"13897",13897,"Rtl8a",204.6972974,198.7441149,166.0715524,104.4967588,134.8444344,120.7726438
"13898",13898,"Rtl8b",156.6462886,172.8209695,271.9300274,233.2950895,181.1972088,195.87496
"13899",13899,"Rtl8c",37.47978685,20.4242964,48.55893346,58.32377237,77.95693866,63.93845846
"13900",13900,"Rtl9",7.688161405,1.571099723,0,0,5.26736072,4.059584664
"13901",13901,"Rtn1",4.805100878,2.356649584,0,3.645235773,4.213888576,2.029792332
"13902",13902,"Rtn2",768.8161405,800.4753088,887.6573037,982.9985801,943.911041,951.9726038
"13903",13903,"Rtn3",1233.949906,1271.019676,1240.195161,1086.28026,1068.220754,952.9874999
"13904",13904,"Rtn4",5349.999318,5593.115013,5243.393635,4867.604836,4820.688531,5315.011222
"13905",13905,"Rtn4ip1",284.461972,273.3713518,239.8811313,267.31729,219.122206,270.9772763
"13906",13906,"Rtn4rl1",45.16794826,35.34974376,32.04889608,92.34597292,68.47568936,85.25127795
"13907",13907,"Rtp2",27.86958509,25.92314543,14.56768004,55.89361519,30.55069218,46.68522364
"13908",13908,"Rtp4",4.805100878,4.713299169,0,4.860314364,2.106944288,0
"13909",13909,"Rtraf",1274.312753,1216.031185,1110.057219,1132.453247,1143.017276,1116.385783
"13910",13910,"Rttn",124.9326228,103.6925817,126.253227,168.8959242,143.2722116,143.1003594
"13911",13911,"Rubcn",632.3512756,606.444493,686.6233191,692.5947969,656.3131457,724.6358626
"13912",13912,"Rufy1",666.9480019,637.0809376,691.4792125,373.0291274,397.1589983,401.8988818
"13913",13913,"Rufy2",625.6241344,518.4629085,596.3037029,603.8940597,633.1367585,515.5672524
"13914",13914,"Rufy3",1547.242483,1633.158162,1552.914692,1589.322797,1574.940855,1535.537899
"13915",13915,"Rufy4",20.18142369,35.34974376,35.93361076,18.22617887,20.01597074,18.26813099
"13916",13916,"Rundc1",291.1891132,247.4482064,298.1518514,238.1554038,252.8333146,238.500599
"13917",13917,"Rundc3a",2407.35554,2428.134622,2482.332679,2673.1729,2703.209522,2833.590096
"13918",13918,"Rundc3b",304.6433957,293.7956482,273.8723847,339.0069269,293.9187282,255.7538338
"13919",13919,"Runx1",8.649181581,10.2121482,10.68296536,12.15078591,11.58819358,22.32771565
"13920",13920,"Runx1t1",11.53224211,4.713299169,4.855893346,2.430157182,2.106944288,2.029792332
"13921",13921,"Runx2",51.89508949,39.27749307,14.56768004,38.88251491,30.55069218,36.53626198
"13922",13922,"Runx3",43.24590791,18.06764681,28.16418141,86.27057996,79.0104108,97.43003194
"13923",13923,"Rusc1",272.9297299,273.3713518,330.2007475,374.244206,340.2715025,362.3179313
"13924",13924,"Rusc2",3.844080703,10.99769806,7.769429354,26.731729,20.01597074,15.22344249
"13925",13925,"Rusf1",124.9326228,124.902428,138.8785497,206.5633605,156.9673495,179.6366214
"13926",13926,"Ruvbl1",1355.038448,1434.414047,1412.093785,1037.677117,1036.61659,1052.447324
"13927",13927,"Ruvbl2",856.2689765,947.3731329,821.6171542,774.0050625,775.355498,844.3936102
"13928",13928,"Rwdd1",2093.101943,2058.140637,1970.52152,1606.333897,1509.625582,1524.374041
"13929",13929,"Rwdd2a",11.53224211,14.13989751,0.971178669,8.505550137,13.69513787,4.059584664
"13930",13930,"Rwdd2b",127.8156834,102.121482,70.89604285,91.13089433,113.7749916,99.45982427
"13931",13931,"Rwdd3",48.05100878,47.13299169,30.10653875,58.32377237,40.03194147,32.47667731
"13932",13932,"Rwdd4a",1292.572136,1284.374023,1149.875544,1256.391263,1161.979775,1289.933027
"13933",13933,"Rxra",151.8411878,193.2452659,161.2156591,136.0888022,156.9673495,187.7557907
"13934",13934,"Rxrb",416.1217361,410.0570277,554.5430201,353.58787,361.3409454,385.6605431
"13935",13935,"Rxylt1",372.8758282,355.8540872,388.4714677,462.9449432,449.8326055,505.4182907
"13936",13936,"Rybp",1558.774725,1568.743073,1513.096367,1461.739545,1511.732527,1375.184305
"13937",13937,"Rybp-ps",28.83060527,46.34744182,33.99125342,35.23727914,40.03194147,47.7001198
"13938",13938,"Ryk",923.5403888,876.6736454,985.7463493,583.2377237,511.987462,631.2654153
"13939",13939,"Ryr1",110.5173202,80.91163573,96.14668825,149.4546667,188.5715138,161.3684904
"13940",13940,"Ryr2",174.905672,174.3920692,177.7256965,232.0800109,306.5603939,287.215615
"13941",13941,"Ryr3",0.961020176,2.356649584,2.913536008,3.645235773,15.80208216,10.14896166
"13942",13942,"S100a1",36.51876668,40.06304293,26.22182407,31.59204337,60.04791221,54.80439297
"13943",13943,"S100a10",1789.419567,1955.233605,1739.380997,1140.958797,1317.893652,1159.011422
"13944",13944,"S100a11",33.63570615,54.20294044,29.13536008,85.05550137,34.76458075,77.13210862
"13945",13945,"S100a13",119.1665018,139.0423255,145.6768004,105.7118374,107.4541587,126.8620208
"13946",13946,"S100a14",0,0.785549861,11.65414403,7.290471546,4.213888576,3.044688498
"13947",13947,"S100a16",71.115493,54.20294044,54.38600548,54.6785366,65.31527293,60.89376996
"13948",13948,"S100a4",20.18142369,29.06534487,23.30828806,10.93570732,18.96249859,26.38730032
"13949",13949,"S100a6",1529.94412,1753.347291,1744.23689,1082.635025,1060.846449,1135.66881
"13950",13950,"S100pbp",681.3633046,722.7058725,726.4416446,546.785366,523.5756556,591.6844648
"13951",13951,"S1pr2",188.3599544,166.5365706,150.5326937,99.63644446,138.0048509,74.08742012
"13952",13952,"S1pr4",0,3.142199446,0.971178669,2.430157182,6.320832864,6.089376996
"13953",13953,"S1pr5",2.883060527,0,0,1.215078591,4.213888576,3.044688498
"13954",13954,"S2bpcox16",219.1126001,233.3083088,247.6505607,246.660954,223.3360945,212.1132987
"13955",13955,"Saa3",3.844080703,1.571099723,0,4.860314364,4.213888576,4.059584664
"13956",13956,"Saal1",233.5279027,207.3851634,207.8322352,162.8205312,131.684018,123.8173323
"13957",13957,"Sac3d1",196.0481158,175.1776191,157.3309444,122.7229377,92.70554867,109.6087859
"13958",13958,"Sacm1l",426.692958,403.7726288,406.9238624,437.4282928,424.549274,404.9435703
"13959",13959,"Sacs",1439.608223,1542.034378,1511.154009,786.1558484,907.039516,818.0063098
"13960",13960,"Sae1",1257.97541,1250.595379,1341.197742,1064.408846,977.6221496,1044.328155
"13961",13961,"Safb",3092.562925,3227.038831,3231.111432,2047.407426,1913.105414,2104.894648
"13962",13962,"Safb2",1318.519681,1438.341796,1459.68154,1207.788119,1116.680473,1309.216054
"13963",13963,"Sag",1.922040351,1.571099723,0.971178669,2.430157182,4.213888576,2.029792332
"13964",13964,"Sagsin1",205.6583176,192.4597161,0,208.9935177,0,303.4539536
"13965",13965,"Sall1",7.688161405,2.356649584,1.942357338,3.645235773,2.106944288,5.07448083
"13966",13966,"Sall2",369.9927676,427.3391246,480.7334413,432.5679784,407.6937197,470.911821
"13967",13967,"Sall3",804.373887,823.2562548,873.0896236,739.9828619,660.5270343,649.5335463
"13968",13968,"Sall4",0,2.356649584,3.884714677,4.860314364,3.160416432,0
"13969",13969,"Samd1",1129.198706,1102.126456,1055.671213,541.9250516,617.3346764,539.9247603
"13970",13970,"Samd10",113.4003807,73.84168697,100.0314029,105.7118374,97.97290939,104.5343051
"13971",13971,"Samd11",103.790179,98.19373268,104.8872963,191.9824174,162.2347102,172.5323482
"13972",13972,"Samd12",0.961020176,2.356649584,0.971178669,8.505550137,3.160416432,5.07448083
"13973",13973,"Samd13",20.18142369,9.426598337,9.711786692,14.58094309,22.12291502,25.37240415
"13974",13974,"Samd14",602.5596502,635.5098379,600.1884176,529.7742657,505.6666291,483.090575
"13975",13975,"Samd15",3.844080703,10.99769806,8.740608023,7.290471546,5.26736072,10.14896166
"13976",13976,"Samd4",567.9629238,461.9033185,504.0417293,727.832076,715.3075858,715.5017971
"13977",13977,"Samd4b",1272.390713,1258.450878,1345.082457,981.7835016,857.5263252,992.5684504
"13978",13978,"Samd5",1947.987896,1871.17977,1793.767002,1458.094309,1433.775588,1330.528874
"13979",13979,"Samd7",1.922040351,5.49884903,5.827072015,3.645235773,7.374305008,8.119169328
"13980",13980,"Samd8",758.2449186,895.526842,760.432898,1036.462038,943.911041,1130.594329
"13981",13981,"Samd9l",1.922040351,4.713299169,6.798250685,2.430157182,3.160416432,1.014896166
"13982",13982,"Samhd1",1296.416217,1257.665328,1252.820483,449.5790787,466.6881598,470.911821
"13983",13983,"Samm50",2067.154398,2038.50189,2058.898779,1273.402363,1330.535318,1373.154513
"13984",13984,"Sanbr",917.7742678,797.3331094,810.9341888,692.5947969,686.8638379,663.7420926
"13985",13985,"Sap130",731.3363537,692.8549778,687.5944978,506.6877725,583.6235678,616.0419728
"13986",13986,"Sap18",832.2434721,879.8158448,787.6259007,596.6035882,602.5860664,544.9992412
"13987",13987,"Sap18b",127.8156834,119.4035789,114.599083,93.56105151,117.9888801,86.26617411
"13988",13988,"Sap30",1770.199164,1809.906881,1895.740762,1777.659979,1703.464457,1876.543011
"13989",13989,"Sap30bp",585.261287,637.8664875,651.660887,580.8075665,613.1207878,548.0439297
"13990",13990,"Sap30l",1313.71458,1276.518525,1333.428313,759.4241194,753.232583,805.8275558
"13991",13991,"Sapcd1",7.688161405,16.49654709,10.68296536,13.3658645,2.106944288,9.134065494
"13992",13992,"Sapcd2",169.1395509,194.0308158,198.1204485,128.7983306,213.8548452,182.6813099
"13993",13993,"Sar1a",1220.495623,1292.229522,1103.258968,1109.366754,1090.343669,1125.519848
"13994",13994,"Sar1b",366.1486869,390.4182811,232.1117019,318.3505909,378.1964997,356.2285543
"13995",13995,"Saraf",1545.320442,1440.698446,1429.575001,2535.869019,2374.526213,2423.572045
"13996",13996,"Sardh",1035.979749,1011.002672,1179.010904,1030.386645,1076.648531,1033.164297
"13997",13997,"Sarm1",323.8637992,411.6281274,383.6155743,458.0846288,430.8701069,379.5711661
"13998",13998,"Sarnp",1702.927751,1753.347291,1690.822063,1081.419946,1042.937423,1194.532787
"13999",13999,"Sars1",2764.855045,2620.594338,2549.344007,4995.188088,4839.65103,5187.134305
"14000",14000,"Sars2",231.6058623,161.8232715,181.6104111,89.91581574,120.0958244,97.43003194
"14001",14001,"Sart1",905.2810055,1155.543846,1010.996995,557.7210733,439.2978841,585.5950878
"14002",14002,"Sart3",1686.590408,1642.58476,1682.081455,848.1248565,835.4034102,901.2277955
"14003",14003,"Sash1",697.7006475,637.0809376,808.9918315,535.8496586,631.0298143,574.43123
"14004",14004,"Sash3",2.883060527,2.356649584,1.942357338,4.860314364,7.374305008,4.059584664
"14005",14005,"Sass6",436.3031598,424.1969252,422.4627211,290.4037833,304.4534496,366.3775159
"14006",14006,"Sat1",174.905672,213.6695623,147.6191577,200.4879675,210.6944288,211.0984025
"14007",14007,"Sat2",5.766121054,3.927749307,2.913536008,8.505550137,15.80208216,5.07448083
"14008",14008,"Satb1",1555.891664,1468.978241,1512.125188,1722.981442,1803.544311,1768.964017
"14009",14009,"Satb2",203.7362772,199.5296648,224.3422726,228.4347751,208.5874845,233.4261182
"14010",14010,"Sav1",217.1905597,185.3897673,124.3108697,161.6054526,171.7159595,176.5919329
"14011",14011,"Saxo4",0,0.785549861,0.971178669,3.645235773,11.58819358,12.17875399
"14012",14012,"Saxo5",3.844080703,0,3.884714677,0,2.106944288,3.044688498
"14013",14013,"Saysd1",24.98652457,56.55959002,48.55893346,88.70073715,95.8659651,91.34065494
"14014",14014,"Sbds",676.5582037,600.1600941,647.7761724,574.7321736,636.297175,599.8036341
"14015",14015,"Sbf1",1483.815151,1482.332589,1624.781914,1922.254331,1860.431806,1819.708826
"14016",14016,"Sbf2",1197.431139,1205.819037,1234.368089,1085.065182,1054.525616,949.9428114
"14017",14017,"Sbk1",580.4561861,590.7334958,681.7674258,635.4861031,576.2492628,568.341853
"14018",14018,"Sbk3",0,0,3.884714677,1.215078591,5.26736072,2.029792332
"14019",14019,"Sbno1",1835.548536,1659.866857,1708.303279,1517.63316,1285.236016,1370.109824
"14020",14020,"Sbno2",438.2252001,410.8425775,395.2697184,323.2109052,318.1485875,302.4390575
"14021",14021,"Sbsn",15.37632281,14.92544737,3.884714677,25.51665041,34.76458075,31.46178115
"14022",14022,"Sc5d",314.2535974,282.7979501,235.025238,314.7053551,380.303444,397.8392971
"14023",14023,"Scaf1",1484.776171,1318.152667,1400.439641,1595.39819,1617.079741,1679.653155
"14024",14024,"Scaf11",4537.93727,4693.660422,4764.602551,3475.12477,3385.859471,3367.425479
"14025",14025,"Scaf4",1288.728056,1263.949727,1307.206489,1219.938905,1244.150602,1179.309345
"14026",14026,"Scaf8",1291.611116,1163.399345,1182.895619,1087.495339,995.5311761,975.3152156
"14027",14027,"Scai",345.9672632,307.1499958,314.6618888,321.9958266,296.0256725,299.394369
"14028",14028,"Scamp1",616.9749528,635.5098379,655.5456017,733.907469,619.4416207,649.5335463
"14029",14029,"Scamp2",202.7752571,175.1776191,183.5527685,125.1530949,91.65207653,112.6534744
"14030",14030,"Scamp3",439.1862203,406.9148282,446.7421878,277.0379188,283.3840067,226.321845
"14031",14031,"Scamp4",318.0976782,256.8748047,273.8723847,312.2751979,353.9666404,278.0815495
"14032",14032,"Scamp5",859.1520371,855.4637991,970.2074905,715.6812901,766.9277208,778.4253594
"14033",14033,"Scand1",228.7228018,232.522759,263.1894194,251.5212683,254.9402588,278.0815495
"14034",14034,"Scap",1182.054816,1074.63221,1172.212654,945.3311438,855.4193809,850.4829872
"14035",14035,"Scaper",366.1486869,406.9148282,372.932609,362.0934201,400.3194147,342.020008
"14036",14036,"Scara3",7.688161405,18.06764681,23.30828806,93.56105151,68.47568936,75.10231629
"14037",14037,"Scara5",4.805100878,3.927749307,2.913536008,6.075392955,5.26736072,6.089376996
"14038",14038,"Scarb1",1087.874839,1043.995766,1089.662467,1360.888022,1164.086719,1193.517891
"14039",14039,"Scarb2",3938.26068,3847.623221,4050.786229,3606.353258,3327.918503,3643.477236
"14040",14040,"Scarf1",9.610201757,19.63874654,13.59650137,13.3658645,38.97846933,14.20854632
"14041",14041,"Scarf2",244.0991246,258.4459044,249.592918,261.2418971,212.8013731,216.1728834
"14042",14042,"Scarna10",0,0,1.942357338,3.645235773,3.160416432,4.059584664
"14043",14043,"Scarna13",788.0365441,655.9341343,791.5106154,1513.987924,1521.213776,1476.673922
"14044",14044,"Scarna17",2.883060527,0,3.884714677,9.720628728,2.106944288,2.029792332
"14045",14045,"Scarna2",7.688161405,7.069948753,2.913536008,20.65633605,17.90902645,12.17875399
"14046",14046,"Scarna3a",1.922040351,4.713299169,1.942357338,17.01110027,18.96249859,20.29792332
"14047",14047,"Scarna3b",2.883060527,1.571099723,1.942357338,4.860314364,6.320832864,13.19365016
"14048",14048,"Scarna6",85.53079564,85.6249349,114.599083,394.9005421,408.7471919,377.5413738
"14049",14049,"Scarna8",0,0,0,3.645235773,10.53472144,3.044688498
"14050",14050,"Scart2",0.961020176,2.356649584,2.913536008,9.720628728,8.427777152,10.14896166
"14051",14051,"Sccpdh",1225.300724,1293.800622,1050.81532,560.1512305,580.4631513,519.626837
"14052",14052,"Scd1",71.115493,70.69948753,57.29954148,286.7585475,259.1541474,221.2473642
"14053",14053,"Scd2",8521.365898,7953.692347,7874.31665,21240.78885,20525.85125,20357.80219
"14054",14054,"Scd3",53.81712984,32.99309418,45.64539745,65.61424392,36.87152504,65.96825079
"14055",14055,"Scd4",4.805100878,0.785549861,11.65414403,4.860314364,17.90902645,14.20854632
"14056",14056,"Scfd1",630.4292352,584.4490969,555.5141988,484.8163578,476.1694091,448.5841054
"14057",14057,"Scfd2",190.2819948,245.0915568,229.1981659,250.3061898,192.7854024,200.9494409
"14058",14058,"Scg2",2033.518692,2335.439738,2177.382576,5579.64089,5232.596139,5655.001437
"14059",14059,"Scg3",3332.817969,3844.481022,3427.289524,3157.989258,2642.108137,3541.98762
"14060",14060,"Scg5",598.7155694,662.2185332,603.1019536,1431.36258,1302.09157,1383.303474
"14061",14061,"Schip1",1242.599087,1263.164177,1314.975918,1291.628542,1035.563118,1012.866374
"14062",14062,"Scin",2.883060527,0.785549861,2.913536008,1.215078591,3.160416432,2.029792332
"14063",14063,"Sclt1",313.2925773,346.4274889,377.7885023,362.0934201,331.8437254,343.0349041
"14064",14064,"Scly",129.7377237,91.12378393,106.8296536,125.1530949,86.38471581,119.7577476
"14065",14065,"Scml2",71.115493,54.9884903,53.41482681,74.11979405,54.78055149,70.02783546
"14066",14066,"Scml4",237.3719834,187.7464169,214.6304859,116.6475447,107.4541587,128.8918131
"14067",14067,"Scn10a",3.844080703,3.927749307,3.884714677,10.93570732,5.26736072,10.14896166
"14068",14068,"Scn1a",2.883060527,0.785549861,4.855893346,19.44125746,13.69513787,15.22344249
"14069",14069,"Scn1b",28.83060527,56.55959002,25.2506454,106.926916,85.33124366,78.14700479
"14070",14070,"Scn2a",237.3719834,208.9562631,210.7457712,269.7474472,263.368036,249.6644568
"14071",14071,"Scn3a",289.2670729,308.7210955,300.0942088,493.321908,448.7791333,438.4351437
"14072",14072,"Scn3b",780.3483827,714.8503739,720.6145726,548.0004446,494.0784355,444.5245207
"14073",14073,"Scn4a",0.961020176,4.713299169,1.942357338,4.860314364,4.213888576,1.014896166
"14074",14074,"Scn5a",10.57122193,9.426598337,12.6253227,37.66743632,25.28333146,34.50646965
"14075",14075,"Scn8a",400.7454133,378.6350332,349.6243209,462.9449432,469.8485762,506.4331869
"14076",14076,"Scn9a",714.0379905,805.188608,805.1071168,935.6105151,924.9485424,931.6746804
"14077",14077,"Scnm1",152.8022079,112.3336302,116.5414403,113.002309,144.3256837,105.5492013
"14078",14078,"Scnn1a",66.31039212,54.20294044,38.84714677,87.48565855,102.186798,102.5045128
"14079",14079,"Scnn1g",13.45428246,14.92544737,7.769429354,7.290471546,5.26736072,8.119169328
"14080",14080,"Sco1",196.0481158,228.5950097,202.0051632,212.6387534,205.4270681,170.5025559
"14081",14081,"Sco2",214.3074992,168.1076703,154.4174084,176.1863957,166.4485988,161.3684904
"14082",14082,"Scoc",658.2988203,680.28618,585.6207375,449.5790787,441.4048283,521.6566294
"14083",14083,"Scp2",353.6554247,400.6304293,311.7483528,314.7053551,258.1006753,289.2454073
"14084",14084,"Scpep1",494.9253905,562.4537008,505.9840867,889.4375286,910.1999324,960.0917731
"14085",14085,"Scrib",2010.454208,1923.026061,2181.267291,1415.566559,1292.610321,1413.750359
"14086",14086,"Scrn1",780.3483827,786.3354113,788.5970794,476.3108077,516.2013506,496.2842252
"14087",14087,"Scrn2",121.0885421,113.11918,121.3973337,59.53885096,83.22429938,62.9235623
"14088",14088,"Scrn3",186.4379141,144.5411745,161.2156591,132.4435664,130.6305459,148.1748402
"14089",14089,"Scrt1",394.018272,461.9033185,420.5203638,298.9093334,321.3090039,293.304992
"14090",14090,"Scrt2",106.6732395,102.121482,66.04014951,165.2506884,182.2506809,150.2046326
"14091",14091,"Sct",45.16794826,71.48503739,38.84714677,97.20628728,70.58263365,97.43003194
"14092",14092,"Sctr",9.610201757,18.06764681,16.51003738,3.645235773,6.320832864,10.14896166
"14093",14093,"Scube1",9.610201757,22.78094598,15.53885871,18.22617887,44.24583005,28.41709265
"14094",14094,"Scube2",4.805100878,3.927749307,0,6.075392955,8.427777152,7.104273162
"14095",14095,"Scube3",53.81712984,32.99309418,52.44364814,57.10869378,45.29930219,55.81928913
"14096",14096,"Scx",3.844080703,0,0,2.430157182,0,7.104273162
"14097",14097,"Scyl1",295.0331939,382.5627825,335.0566409,341.4370841,313.9346989,330.8561501
"14098",14098,"Scyl2",664.0649414,654.3630346,695.3639272,631.8408673,647.8853686,687.0847044
"14099",14099,"Scyl3",410.355615,307.9355457,424.4050784,415.5568781,412.9610804,423.2117012
"14100",14100,"Sdad1",765.93308,831.1117534,781.7988287,722.9717617,708.9867529,696.2187699
"14101",14101,"Sdc1",1020.603427,842.8950013,958.5533465,769.1447481,716.3610579,754.0678514
"14102",14102,"Sdc3",1785.575486,1737.636293,1875.34601,1103.291361,994.4777039,981.4045926
"14103",14103,"Sdc4",33.63570615,22.78094598,33.99125342,35.23727914,60.04791221,25.37240415
"14104",14104,"Sdcbp",1213.768482,1125.692951,1113.941934,1297.703935,1323.161013,1451.301517
"14105",14105,"Sdcbp2",12.49326228,3.927749307,8.740608023,0,4.213888576,5.07448083
"14106",14106,"Sdccag8",222.9566808,195.6019155,249.592918,249.0911112,237.0312324,267.9325878
"14107",14107,"Sde2",917.7742678,1007.860472,967.2939545,852.9851709,911.2534046,942.8385383
"14108",14108,"Sdf2",96.10201757,128.8301773,114.599083,88.70073715,80.06388294,71.04273162
"14109",14109,"Sdf2l1",264.2805483,224.6672604,312.7195315,289.1887047,233.870816,275.036861
"14110",14110,"Sdf4",1851.885879,1806.764681,1735.496282,2380.33896,2202.810253,2435.750799
"14111",14111,"Sdha",3301.104303,3183.833588,3129.137672,2612.418971,2614.717861,2717.891933
"14112",14112,"Sdhaf1",166.2564904,103.6925817,142.7632644,123.9380163,133.7909623,96.41513577
"14113",14113,"Sdhaf2",123.0105825,154.7533227,125.2820483,173.7562385,183.3041531,160.3535942
"14114",14114,"Sdhaf3",50.93406931,71.48503739,69.92486418,54.6785366,45.29930219,52.77460063
"14115",14115,"Sdhaf4",95.14099739,87.19603462,82.55018688,86.27057996,72.68957794,88.29596645
"14116",14116,"Sdhb",2558.235708,2504.332958,2244.393905,1763.079036,1842.52278,1929.317612
"14117",14117,"Sdhc",838.9706134,810.687457,836.1848342,714.4662115,659.4735621,670.8463658
"14118",14118,"Sdhd",859.1520371,817.7574058,802.1935808,556.5059947,505.6666291,507.448083
"14119",14119,"Sdk1",883.1775415,714.064824,774.0293994,980.568423,1342.123511,1328.499081
"14120",14120,"Sdk2",65.34937195,54.9884903,64.09779217,139.734038,143.2722116,115.6981629
"14121",14121,"Sdr39u1",165.2954702,202.6718642,233.0828806,239.3704824,193.8388745,258.7985223
"14122",14122,"Sdsl",15.37632281,15.71099723,11.65414403,23.08649323,34.76458075,47.7001198
