gene,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000164975,SNAPC3,34.70575165,-1.643663073,0.448464284,-3.665092474,0.000247249,0.003144954
ENSG00000116032,GRIN3B,87.68786065,1.22166269,0.33347541,3.663426601,0.000248864,0.003161506
ENSG00000199990,VTRNA1-1,49.26368104,1.488448659,0.406299118,3.663430695,0.00024886,0.003161506
ENSG00000120063,GNA13,517.4501366,-0.669782878,0.182842399,-3.663170466,0.000249113,0.003162681
ENSG00000166226,CCT2,2652.060438,-0.583671985,0.159353031,-3.662760491,0.000249512,0.003165759
ENSG00000181904,C5orf24,306.8536178,-0.812308328,0.22178534,-3.662588015,0.00024968,0.003165904
ENSG00000198740,ZNF652,324.5606786,-0.763384695,0.208504403,-3.661240165,0.000250997,0.003180612
ENSG00000134371,CDC73,445.0876387,-0.696452889,0.190482517,-3.656256236,0.000255926,0.003240496
ENSG00000165458,INPPL1,508.9379879,-0.610993948,0.167123855,-3.655934991,0.000256246,0.003240496
ENSG00000175287,PHYHD1,15.95730762,3.18629056,0.87155931,3.655850525,0.000256331,0.003240496
ENSG00000198900,TOP1,1655.966909,-0.689971487,0.188732532,-3.655816401,0.000256365,0.003240496
ENSG00000125450,NUP85,347.0368038,-0.829719574,0.227051194,-3.654328165,0.000257856,0.00325731
ENSG00000207031,SNORD59A,33.96785226,2.270107998,0.621537972,3.652404359,0.000259796,0.003279767
ENSG00000176595,KBTBD11,133.3323692,1.963174563,0.537556767,3.652032089,0.000260173,0.003282475
ENSG00000202386,RNA5SP211,19.86296431,2.307706805,0.632177559,3.650409245,0.000261823,0.003301223
ENSG00000179222,MAGED1,2837.305891,-0.621552692,0.170293132,-3.64989877,0.000262344,0.003305727
ENSG00000282936,ENSG00000282936,492.2825065,0.965267513,0.264489651,3.649547378,0.000262703,0.003308188
ENSG00000180574,EIF2S3B,887.0090767,-0.662671675,0.181597722,-3.64911887,0.000263141,0.003311646
ENSG00000108946,PRKAR1A,1965.803309,-0.63527536,0.174118421,-3.648524707,0.000263751,0.00331312
ENSG00000172893,DHCR7,95.16752115,1.289465262,0.353412809,3.648609303,0.000263664,0.00331312
ENSG00000181359,HSP90AA6P,1192.35568,-0.706846196,0.193730132,-3.64861258,0.00026366,0.00331312
ENSG00000170242,USP47,1183.103286,-0.617382976,0.169354965,-3.645496757,0.000266876,0.003350295
ENSG00000120802,TMPO,860.8303128,-0.612563634,0.168062917,-3.644847096,0.000267551,0.003354291
ENSG00000172531,PPP1CA,637.7470431,-0.756206924,0.207464108,-3.645001215,0.000267391,0.003354291
ENSG00000231006,RPL7P32,352.7846099,-0.747699055,0.205146315,-3.644711114,0.000267692,0.003354291
ENSG00000229161,TCP1P1,537.4148597,-0.671319368,0.184221952,-3.644079119,0.000268351,0.003360458
ENSG00000003987,MTMR7,434.3756966,1.186718682,0.325770526,3.642805561,0.000269683,0.003375042
ENSG00000139546,TARBP2,88.40941345,-1.281392772,0.351790393,-3.64248938,0.000270014,0.003377099
ENSG00000035928,RFC1,201.4502165,-0.793189957,0.217808773,-3.641680486,0.000270864,0.003385634
ENSG00000162368,CMPK1,209.1687213,-0.855905452,0.235057375,-3.641261842,0.000271305,0.003386953
ENSG00000206588,RNU1-28P,4250.565833,3.505601417,0.962701724,3.64142011,0.000271138,0.003386953
ENSG00000241529,RN7SL767P,156.9950552,1.22517742,0.336504145,3.640898452,0.000271688,0.003389643
ENSG00000115091,ACTR3,1509.395798,-0.631026391,0.173332315,-3.640558265,0.000272048,0.00339203
ENSG00000100902,PSMA6,884.2825112,-0.701513672,0.192726782,-3.639938699,0.000272703,0.003396052
ENSG00000101972,STAG2,1147.046496,-0.628754287,0.17275113,-3.639653684,0.000273005,0.003396052
ENSG00000197299,BLM,326.1602406,-0.673069776,0.18492434,-3.639703555,0.000272952,0.003396052
ENSG00000235929,TPT1P14,855.1789247,0.620909897,0.17059754,3.639618119,0.000273043,0.003396052
ENSG00000184374,COLEC10,329.4755057,0.835198505,0.229498031,3.639240402,0.000273443,0.003398944
ENSG00000256356,HSPA8P5,1426.046332,-0.612732749,0.168422173,-3.638076495,0.000274682,0.003412238
ENSG00000197111,PCBP2,10774.32993,-0.589402724,0.162020967,-3.637817599,0.000274958,0.003413569
ENSG00000213397,HAUS7,64.58190194,1.37246817,0.377355363,3.637070797,0.000275756,0.003421375
ENSG00000106636,YKT6,204.711551,-0.829327741,0.228046937,-3.636653718,0.000276203,0.003424814
ENSG00000257135,ODC1-DT,34.56434987,2.805655758,0.771825425,3.635091132,0.000277882,0.003443525
ENSG00000280062,ENSG00000280062,17.3367211,3.840523241,1.056959114,3.633558944,0.000279539,0.003461925
ENSG00000253793,ENSG00000253793,14.69844746,3.282696235,0.903531169,3.63318538,0.000279944,0.003464818
ENSG00000111832,RWDD1,212.7272111,-0.796877684,0.219369949,-3.632574512,0.000280608,0.003470907
ENSG00000167258,CDK12,814.4267088,-0.624397719,0.171981011,-3.63062012,0.000282741,0.003495157
ENSG00000164532,TBX20,102.0672682,-1.033915431,0.284835667,-3.629866449,0.000283568,0.003503234
ENSG00000178773,CPNE7,81.64146234,1.591286627,0.438443965,3.629395671,0.000284086,0.003507484
ENSG00000101109,STK4,421.5689675,-0.703360639,0.193815888,-3.629014346,0.000284505,0.003510522
ENSG00000200312,RN7SKP255,89.35513616,1.140380391,0.314273959,3.628618779,0.000284942,0.003513758
ENSG00000186871,ERCC6L,81.1905791,-1.104396574,0.304524104,-3.626631061,0.000287143,0.003538745
ENSG00000293035,LINC01667,16.99001731,3.8641893,1.065714572,3.625913919,0.000287941,0.003546418
ENSG00000172974,VDAC2P5,390.2754057,-0.804241473,0.221819868,-3.625651208,0.000288234,0.003547862
ENSG00000038382,TRIO,1827.097595,0.627377538,0.173076156,3.624864066,0.000289113,0.003555333
ENSG00000135617,PRADC1,104.6739842,1.199644275,0.33095526,3.624792893,0.000289193,0.003555333
ENSG00000100994,PYGB,254.4964962,-0.791756065,0.218492684,-3.623718887,0.000290397,0.003567964
ENSG00000133980,VRTN,65.3823132,1.269175815,0.350367691,3.622411111,0.00029187,0.003579525
ENSG00000239316,RN7SL11P,38.58000352,2.558451257,0.706260972,3.622529573,0.000291736,0.003579525
ENSG00000242175,RN7SL127P,44.81327845,2.801536394,0.773332305,3.62268119,0.000291565,0.003579525
ENSG00000124203,ZNF831,97.40380433,2.032456704,0.561116826,3.622163178,0.00029215,0.003580784
ENSG00000213867,ENSG00000213867,149.667119,-0.936412837,0.258571297,-3.62148796,0.000292913,0.003587968
ENSG00000207118,SNORD14D,778.9317615,1.16396669,0.321476139,3.620693879,0.000293814,0.003596817
ENSG00000279601,ENSG00000279601,319.2839478,1.114269032,0.307785721,3.620275262,0.00029429,0.00360046
ENSG00000234851,RPL23AP42,659.65116,-0.66616263,0.184173308,-3.617042221,0.000297989,0.003643507
ENSG00000291145,PPP5D1P,283.5243021,-3.998440187,1.105968161,-3.615330284,0.000299965,0.003665452
ENSG00000023734,STRAP,716.5006167,-0.677981181,0.187545146,-3.615029202,0.000300314,0.003666429
ENSG00000089639,GMIP,265.4884048,1.139572713,0.315239033,3.614948004,0.000300408,0.003666429
ENSG00000273213,H3-7,29.36374997,-1.927337202,0.533208148,-3.614605684,0.000300805,0.003669059
ENSG00000147224,PRPS1,747.6308114,-0.564622405,0.156335983,-3.611595966,0.000304318,0.003709673
ENSG00000253558,ENSG00000253558,326.4043154,-0.788204567,0.218438359,-3.608361514,0.000308137,0.003753955
ENSG00000108010,GLRX3,584.0603505,-0.630103208,0.174686356,-3.607054515,0.000309693,0.003768729
ENSG00000134121,CHL1,300.3778923,0.790001143,0.219026609,3.606872917,0.000309909,0.003768729
ENSG00000145147,SLIT2,438.9140099,0.634712731,0.175972655,3.606882728,0.000309898,0.003768729
ENSG00000168944,CEP120,250.1542673,-0.778567823,0.215869652,-3.606657152,0.000310167,0.003769593
ENSG00000124097,HMGB1P1,76.79998518,-1.232725176,0.341863181,-3.605902137,0.00031107,0.003778298
ENSG00000167526,RPL13,2069.375662,-0.511254013,0.141827535,-3.604758511,0.000312443,0.003792694
ENSG00000223724,RAD17P2,59.65616458,1.450279402,0.402536658,3.602850505,0.000314747,0.003818358
ENSG00000180221,TPT1P10,129.3359885,0.956692992,0.265556073,3.602602573,0.000315047,0.003819709
ENSG00000234176,HSPA8P1,812.5349303,-0.60469409,0.167879737,-3.601948051,0.000315841,0.003827044
ENSG00000250011,HMGB1P3,65.23910926,-1.247318741,0.346505371,-3.599709692,0.000318573,0.003857823
ENSG00000231434,HSP90AA3P,365.6095301,-0.731839987,0.203399202,-3.598047492,0.000320615,0.00388023
ENSG00000100100,PIK3IP1,59.41293698,1.447652599,0.402430788,3.597270988,0.000321573,0.003889498
ENSG00000171724,VAT1L,1549.00257,-0.562169489,0.156372164,-3.595073917,0.000324299,0.003920123
ENSG00000199683,RN7SKP185,90.66699358,1.199153703,0.333628404,3.594279413,0.000325291,0.003929752
ENSG00000124593,ENSG00000124593,168.110035,1.031307699,0.287222451,3.590623559,0.000329888,0.003982907
ENSG00000111674,ENO2,192.2746503,0.902371784,0.251342606,3.590206213,0.000330416,0.003984527
ENSG00000143889,HNRNPLL,622.3474408,-0.823105556,0.22925446,-3.59035787,0.000330224,0.003984527
ENSG00000119953,SMNDC1,389.9822279,-0.724806149,0.201943127,-3.589159786,0.000331745,0.003995782
ENSG00000137073,UBAP2,1176.377523,-0.599365143,0.166991773,-3.589189652,0.000331707,0.003995782
ENSG00000223738,HSP90AB5P,846.2837013,-0.659027088,0.183628737,-3.588910427,0.000332063,0.003997222
ENSG00000201805,RNU6-1180P,26.78604907,2.102566932,0.586270054,3.586345435,0.000335345,0.004034322
ENSG00000137845,ADAM10,843.2691574,-0.647994071,0.180692702,-3.586166252,0.000335575,0.004034691
ENSG00000128641,MYO1B,315.9917968,0.754457654,0.210404377,3.585750747,0.00033611,0.004038717
ENSG00000148180,GSN,179.9029869,-0.854972968,0.238563576,-3.583836993,0.000338583,0.004066021
ENSG00000136982,DSCC1,48.3315944,-1.415115711,0.394965978,-3.582880022,0.000339827,0.004078526
ENSG00000224083,MTCO1P11,687.8159075,0.630968357,0.176185335,3.581276251,0.00034192,0.004101211
ENSG00000147642,SYBU,27.58333934,2.223859167,0.620997404,3.581108639,0.000342139,0.004101408
ENSG00000169727,GPS1,395.7958604,-0.692344086,0.193351493,-3.580753757,0.000342604,0.004104547
ENSG00000151247,EIF4E,664.6015935,-0.68447746,0.191215318,-3.579616251,0.000344099,0.004120011
ENSG00000006459,KDM7A,483.82485,0.593806247,0.16592076,3.578854423,0.000345104,0.004129136
ENSG00000276410,H2BC3,35.04985122,-1.653964955,0.462165545,-3.578728384,0.00034527,0.004129136
ENSG00000152219,ARL14EP,113.6007875,1.025096744,0.286526908,3.577663089,0.00034668,0.004143543
ENSG00000177733,HNRNPA0,634.554248,-0.741161795,0.207201682,-3.577006644,0.000347551,0.004151502
ENSG00000285625,ENSG00000285625,60.81072912,-1.437489772,0.402030964,-3.575569795,0.000349466,0.004171904
ENSG00000132872,SYT4,230.9250174,0.881315026,0.246494972,3.575387437,0.00034971,0.004172348
ENSG00000198885,ITPRIPL1,151.6395789,-1.090947385,0.305163136,-3.574964518,0.000350275,0.004176631
ENSG00000188396,DYNLT4,27.3790341,1.852649015,0.518659667,3.571993606,0.000354274,0.004221818
ENSG00000161847,RAVER1,190.5793602,-0.952118098,0.266579587,-3.571609179,0.000354795,0.004225528
ENSG00000103653,CSK,352.2314001,-0.684194161,0.191595708,-3.571030735,0.000355579,0.004232377
ENSG00000176887,SOX11,665.1699471,-0.583585498,0.163499746,-3.569335819,0.000357887,0.004257343
ENSG00000143995,MEIS1,434.744487,0.747437715,0.209468896,3.56825156,0.000359371,0.004272479
ENSG00000066135,KDM4A,251.4005638,0.840285591,0.235517613,3.567824837,0.000359957,0.004276924
ENSG00000235251,ENSG00000235251,77.74493957,-1.280247702,0.358849098,-3.567649216,0.000360198,0.004277275
ENSG00000290126,ENSG00000290126,252.0944522,0.950478794,0.266501505,3.56650441,0.000361775,0.004293471
ENSG00000213022,KLK9,74.46193626,1.338717931,0.375556738,3.564622317,0.00036438,0.004321857
ENSG00000280987,MATR3,1629.278333,-0.843853607,0.2367942,-3.563658259,0.000365722,0.004335223
ENSG00000239899,RN7SL674P,204.961935,1.007075822,0.282748889,3.561732196,0.000368416,0.004364596
ENSG00000150459,SAP18,488.2472255,-0.619361064,0.173947742,-3.560615715,0.000369986,0.004380628
ENSG00000252211,RNA5SP473,14.77230329,2.80656904,0.788468951,3.559517515,0.000371537,0.004396409
ENSG00000143933,CALM2,2763.683809,-0.640046658,0.179830888,-3.559158645,0.000372045,0.004399456
ENSG00000157106,SMG1,1028.761795,-0.573189251,0.161059142,-3.558874367,0.000372448,0.004399456
ENSG00000222626,RNU2-48P,56.09740482,1.788804849,0.502616258,3.558987241,0.000372288,0.004399456
ENSG00000257103,LSM14A,449.4162599,-0.697309902,0.195970764,-3.558234349,0.000373356,0.00440761
ENSG00000144381,HSPD1,1106.098416,-0.621104747,0.174679021,-3.55569172,0.000376986,0.004447861
ENSG00000070601,FRMPD1,146.4310087,-1.044563131,0.293845608,-3.554802598,0.000378263,0.004460323
ENSG00000170312,CDK1,269.066437,-0.768492475,0.2161948,-3.554629786,0.000378512,0.004460652
ENSG00000213790,OLA1P1,259.7283924,-0.841844265,0.236857119,-3.55422826,0.00037909,0.004464863
ENSG00000143190,POU2F1,496.3636997,-0.661306794,0.186092007,-3.55365501,0.000379917,0.004471998
ENSG00000175048,ZDHHC14,110.0877057,1.765220763,0.496821415,3.553028732,0.000380823,0.004478983
ENSG00000185104,FAF1,383.2364808,-0.642242617,0.180763808,-3.552938074,0.000380954,0.004478983
ENSG00000101132,PFDN4,137.4278996,-0.950034127,0.267431384,-3.552440676,0.000381675,0.004484849
ENSG00000154269,ENPP3,70.59636251,-1.266293448,0.356554711,-3.55147025,0.000383085,0.004498802
ENSG00000073146,MOV10L1,329.7745127,0.956646112,0.269482367,3.549939542,0.00038532,0.004519786
ENSG00000139131,YARS2,93.49221356,-1.264801357,0.356278066,-3.550039923,0.000385173,0.004519786
ENSG00000104695,PPP2CB,553.9697821,-0.655167738,0.184589224,-3.54932819,0.000386215,0.004527664
ENSG00000154174,TOMM70,934.898607,-0.608417336,0.171524844,-3.54710911,0.000389483,0.004563325
ENSG00000234857,HNRNPUL2-BSCL2,570.8085593,-0.771287052,0.217452408,-3.546923474,0.000389758,0.004563894
ENSG00000112531,QKI,1107.156991,-0.532959568,0.150291028,-3.546183535,0.000390854,0.004574077
ENSG00000162426,SLC45A1,66.79285284,1.512391764,0.426966958,3.542175187,0.000396842,0.004641464
ENSG00000183161,FANCF,523.2315909,0.641600228,0.181144355,3.541927814,0.000397214,0.00464313
ENSG00000102796,DHRS12,28.02063145,3.363815964,0.949905176,3.541212374,0.000398293,0.004653046
ENSG00000039123,MTREX,553.0446366,-0.75085281,0.212168525,-3.538945323,0.000401729,0.004685061
ENSG00000119596,YLPM1,1664.792031,-0.52282972,0.147733622,-3.539002915,0.000401641,0.004685061
ENSG00000239043,SNORD127,18.55600872,2.804795666,0.7924992,3.539177916,0.000401375,0.004685061
ENSG00000124383,MPHOSPH10,223.5458025,-0.840797227,0.237605606,-3.538625369,0.000402216,0.004688036
ENSG00000123094,RASSF8,225.5941365,-0.770000465,0.217688237,-3.537170746,0.000404438,0.004708653
ENSG00000164889,SLC4A2,179.9263844,-0.878825247,0.248454899,-3.537162084,0.000404451,0.004708653
ENSG00000253602,RN7SL260P,16.01808517,3.072122424,0.86886976,3.535768612,0.000406591,0.004730832
ENSG00000119335,SET,4841.866619,-0.646474594,0.18290093,-3.53456155,0.000408452,0.004747024
ENSG00000144668,ITGA9,2121.065044,0.530362253,0.15004967,3.534577924,0.000408427,0.004747024
ENSG00000100941,PNN,1111.437895,-0.668552823,0.189455842,-3.528805528,0.00041744,0.004848687
ENSG00000120656,TAF12,139.4906167,-0.941455555,0.266822199,-3.528400411,0.000418079,0.004853323
ENSG00000213239,NPM1P32,345.1821521,-0.716400494,0.203081773,-3.527645464,0.000419273,0.004864389
ENSG00000200408,RNA5SP74,14.83188916,2.629223847,0.745417206,3.527184276,0.000420004,0.004870073
ENSG00000261236,BOP1,105.2862586,-0.988217757,0.280199247,-3.526839443,0.000420552,0.004873622
ENSG00000177283,FZD8,39.19883427,2.736664339,0.776125159,3.526060596,0.00042179,0.004885175
ENSG00000144895,EIF2A,190.6889787,-0.804638945,0.228292749,-3.524592647,0.000424134,0.004906697
ENSG00000156467,UQCRB,832.901558,-0.7143155,0.202660508,-3.52469016,0.000423978,0.004906697
ENSG00000158987,RAPGEF6,220.0861819,-0.777808223,0.220708595,-3.52414106,0.000424858,0.004912253
ENSG00000111642,CHD4,4485.68635,-0.513140504,0.145722826,-3.521346102,0.000429362,0.00495865
ENSG00000186185,KIF18B,118.160998,-1.047569872,0.297485434,-3.52141568,0.000429249,0.00495865
ENSG00000165724,ZMYND19,441.8845567,-0.762756978,0.216638672,-3.52087174,0.000430131,0.00496469
ENSG00000162430,SELENON,75.29840434,-1.13752983,0.323153486,-3.520091467,0.000431398,0.004976475
ENSG00000107554,DNMBP,51.18244623,1.678336991,0.476921945,3.519102041,0.00043301,0.004992221
ENSG00000100591,AHSA1,972.7592529,-0.656068447,0.186466363,-3.518427858,0.000434112,0.004999216
ENSG00000141753,IGFBP4,1355.882554,0.645203794,0.183374658,3.51850032,0.000433993,0.004999216
ENSG00000138182,KIF20B,199.9457671,-0.829767965,0.235862755,-3.518011839,0.000434793,0.005002125
ENSG00000214192,UBE2V1P2,58.15240723,-1.27151992,0.36143558,-3.517971091,0.00043486,0.005002125
ENSG00000125827,TMX4,2591.275652,0.705473596,0.200543742,3.517804091,0.000435133,0.005002425
ENSG00000015592,STMN4,87.99893583,1.092659696,0.310669734,3.517110224,0.000436273,0.005009818
ENSG00000092841,MYL6,2035.109186,-0.595392837,0.169278373,-3.517241028,0.000436058,0.005009818
ENSG00000196504,PRPF40A,1104.596837,-0.653404563,0.185811773,-3.516486347,0.000437299,0.005018753
ENSG00000267293,ENSG00000267293,156.290743,-0.859753856,0.244555304,-3.515580499,0.000438794,0.005033046
ENSG00000100504,PYGL,39.02097789,1.682536297,0.478744153,3.514479051,0.000440617,0.005051096
ENSG00000090674,MCOLN1,235.1296119,0.803862054,0.22883647,3.512823164,0.000443372,0.005079796
ENSG00000260682,RN7SKP176,34.884274,1.769303993,0.503857006,3.511520077,0.000445552,0.005101871
ENSG00000238045,MVP-DT,51.65319439,2.707463735,0.771369528,3.509943854,0.000448201,0.005129302
ENSG00000153201,RANBP2,2215.907963,-0.518835085,0.147912587,-3.507714208,0.000451974,0.005167399
ENSG00000163444,TMEM183A,327.019591,-0.762329529,0.217331893,-3.507674456,0.000452042,0.005167399
ENSG00000201628,RNU4-7P,27.68259348,2.27117734,0.647591793,3.507112605,0.000452997,0.005174756
ENSG00000228532,SUMO2P21,78.65483307,-1.241689284,0.354060762,-3.506994894,0.000453198,0.005174756
ENSG00000143320,CRABP2,21.48374505,3.954291735,1.128087793,3.505304957,0.000456085,0.005204775
ENSG00000248288,ENSG00000248288,65.67395015,-1.344190929,0.383576852,-3.504358834,0.000457708,0.005220354
ENSG00000119772,DNMT3A,717.6246921,-0.570982502,0.162947795,-3.504082402,0.000458184,0.005222827
ENSG00000267751,BSG-AS1,14.93386102,2.973976927,0.848842377,3.503567927,0.00045907,0.005229975
ENSG00000114251,WNT5A,57.5730875,1.48639477,0.42431511,3.503044637,0.000459972,0.005237307
ENSG00000169714,CNBP,5078.477483,-0.628746849,0.17950384,-3.502693021,0.00046058,0.00524127
ENSG00000096080,MRPS18A,239.935127,-0.823152584,0.235099385,-3.501296205,0.000463001,0.005265853
ENSG00000112029,FBXO5,99.16671649,-0.986775391,0.281855104,-3.501002385,0.000463512,0.005268696
ENSG00000218283,MORF4L1P1,664.585789,-0.633456935,0.181032166,-3.499140224,0.000466761,0.005302647
ENSG00000182836,PLCXD3,383.7506278,-0.662413755,0.18936505,-3.498078204,0.000468624,0.005320815
ENSG00000277987,LINC02351,50.13936954,2.833912911,0.810712679,3.495582326,0.000473029,0.005367811
ENSG00000169026,SLC49A3,56.05495119,1.272201148,0.364025557,3.494812719,0.000474395,0.005380289
ENSG00000204850,ENSG00000204850,214.695455,0.919578691,0.263170336,3.494233825,0.000475424,0.005388944
ENSG00000102871,TRADD,47.06100218,1.409377819,0.403421357,3.493562736,0.000476621,0.005399477
ENSG00000226137,BAIAP2-DT,216.1032908,3.030622063,0.867692147,3.492738842,0.000478094,0.005413126
ENSG00000136874,STX17,270.569399,1.066310338,0.305559453,3.489698413,0.000483566,0.005472016
ENSG00000284601,ENSG00000284601,22.64431272,3.696601475,1.059376487,3.489412423,0.000484084,0.005474807
ENSG00000065427,KARS1,1106.836957,-0.555562711,0.159231935,-3.489015625,0.000484803,0.005479872
ENSG00000119396,RAB14,710.0378704,-0.71865222,0.206043167,-3.48787213,0.000486881,0.005497209
ENSG00000254076,ENSG00000254076,138.2966511,-0.953215871,0.273286117,-3.487977655,0.000486689,0.005497209
ENSG00000123454,DBH,75.13730893,1.873685873,0.537349508,3.486903487,0.000488648,0.005513598
ENSG00000163064,EN1,47.87801315,2.230061664,0.639576748,3.486777266,0.000488878,0.005513598
ENSG00000254951,ENSG00000254951,41.77672897,5.778193094,1.657253833,3.486607169,0.000489189,0.005514026
ENSG00000198561,CTNND1,466.2602999,-0.802449496,0.230165182,-3.486406967,0.000489556,0.005515078
ENSG00000122965,RBM19,203.3304642,-0.818814183,0.235013167,-3.484120453,0.000493757,0.00555931
ENSG00000261609,GAN,145.967001,-0.827115932,0.237411561,-3.483890711,0.000494181,0.005560984
ENSG00000007372,PAX6,181.8721509,1.607643724,0.461497155,3.483539837,0.000494829,0.005565178
ENSG00000288887,ENSG00000288887,15.70814686,2.666716384,0.76559645,3.483188023,0.00049548,0.005569396
ENSG00000133703,KRAS,617.3180519,-0.583149746,0.167457968,-3.482364876,0.000497006,0.005580336
ENSG00000135316,SYNCRIP,2331.672875,-0.631686069,0.181388088,-3.482511323,0.000496734,0.005580336
ENSG00000206418,RAB12,331.0347497,-0.761578249,0.218750337,-3.481495199,0.000498623,0.005595378
ENSG00000150093,ITGB1,2064.132159,-0.566795486,0.162849295,-3.480490884,0.000500496,0.005613279
ENSG00000224023,EDRF1-DT,83.51614855,1.203818037,0.345920814,3.480039326,0.00050134,0.005619628
ENSG00000165891,E2F7,83.32103305,-1.123368469,0.322849297,-3.479544415,0.000502267,0.005620661
ENSG00000224910,LINC01766,18.03478878,2.241230225,0.644091714,3.479675606,0.000502021,0.005620661
ENSG00000247982,LINC00926,18.86829819,3.36846095,0.968060619,3.479597129,0.000502168,0.005620661
ENSG00000076604,TRAF4,456.4821746,-0.689360396,0.198155642,-3.478883509,0.000503507,0.005627358
ENSG00000077147,TM9SF3,887.0958486,-0.551524909,0.158546488,-3.47863213,0.00050398,0.005627358
ENSG00000167323,STIM1,314.3365231,-0.650545465,0.18700398,-3.478778708,0.000503704,0.005627358
ENSG00000205571,SMN2,123.8059854,-0.913209891,0.262491731,-3.479004409,0.00050328,0.005627358
ENSG00000126254,RBM42,213.7924229,-0.758728438,0.21817822,-3.477562686,0.000505995,0.005646195
ENSG00000214009,PCNAP3,59.56958515,-1.23776618,0.355941761,-3.47744018,0.000506226,0.005646195
ENSG00000174279,EVX2,102.7324891,1.298929357,0.37384002,3.474559406,0.000511693,0.005704022
ENSG00000011007,ELOA,321.8730918,-0.720652043,0.207447859,-3.473894821,0.000512962,0.005715014
ENSG00000163541,SUCLG1,276.0851739,-0.730297534,0.210250167,-3.473469455,0.000513776,0.005720925
ENSG00000224097,ENSG00000224097,87.64742991,-1.123217936,0.3233935,-3.473223596,0.000514247,0.005723014
ENSG00000055609,KMT2C,1115.496403,-0.571726766,0.16461938,-3.473022237,0.000514633,0.005724155
ENSG00000268038,LINC01785,71.74726788,-5.740892608,1.653415476,-3.47214157,0.000516324,0.005739806
ENSG00000144559,TAMM41,93.12507718,-1.224819709,0.352885668,-3.470868387,0.000518778,0.005763917
ENSG00000263312,LINC01975,64.8302334,1.81630657,0.523476212,3.469702209,0.000521036,0.005785816
ENSG00000065548,ZC3H15,1158.560687,-0.603139969,0.173844082,-3.46943055,0.000521563,0.005788488
ENSG00000002746,HECW1,87.32196826,1.584713969,0.456822578,3.468992218,0.000522415,0.005791576
ENSG00000155980,KIF5A,872.6396163,0.583823057,0.168296271,3.469019564,0.000522361,0.005791576
ENSG00000198225,FKBP1C,143.5089402,-0.830130534,0.239414016,-3.467343089,0.000525631,0.005824032
ENSG00000233467,HAX1P1,672.951727,-0.631172611,0.182103682,-3.46600686,0.00052825,0.005849845
ENSG00000089154,GCN1,832.3150839,-0.567502295,0.163753413,-3.465590632,0.000529068,0.005855698
ENSG00000011260,UTP18,113.0596745,-0.953478705,0.275160904,-3.465167798,0.000529901,0.0058617
ENSG00000168566,SNRNP48,5413.320786,0.617145191,0.178112547,3.464917003,0.000530395,0.005863958
ENSG00000076685,NT5C2,570.8036498,-0.669720385,0.193456389,-3.461867494,0.000536441,0.005927558
ENSG00000134318,ROCK2,1212.135058,-0.604812792,0.174751988,-3.460978039,0.000538217,0.005943925
ENSG00000230170,HNRNPA1P28,153.9529639,-0.929497449,0.268684838,-3.459433942,0.000541312,0.005974843
ENSG00000131055,COX4I2,15.08874912,-2.719485389,0.786520111,-3.457617104,0.000544975,0.006011992
ENSG00000027847,B4GALT7,175.0115341,1.111317008,0.321526623,3.456376323,0.00054749,0.00603644
ENSG00000130520,LSM4,286.4595204,0.783990387,0.226864378,3.455766808,0.00054873,0.006046805
ENSG00000164548,TRA2A,200.2751853,-0.849152044,0.245736195,-3.455543221,0.000549185,0.006048523
ENSG00000206979,SNORD61,12.10724451,2.89748696,0.83866729,3.454870595,0.000550557,0.006060327
ENSG00000248801,C8orf34-AS1,39.28520049,2.31042668,0.66884496,3.45435313,0.000551615,0.006068662
ENSG00000156453,PCDH1,1767.751897,-0.532986814,0.154321176,-3.453750332,0.000552849,0.006078931
ENSG00000287918,ENSG00000287918,110.4053504,1.396027492,0.404252497,3.453355272,0.000553659,0.006084529
ENSG00000072501,SMC1A,2032.29688,-0.555050212,0.16074264,-3.453036561,0.000554314,0.006087461
ENSG00000103769,RAB11A,547.1685006,-0.692271805,0.200488112,-3.452931942,0.000554529,0.006087461
ENSG00000093100,ENSG00000093100,2501.463702,0.974856131,0.282358704,3.452544994,0.000555325,0.00608958
ENSG00000141503,MINK1,439.7981705,-0.685060226,0.198421719,-3.452546571,0.000555322,0.00608958
ENSG00000197265,GTF2E2,229.151876,-0.955615593,0.276824865,-3.452058367,0.000556327,0.006097263
ENSG00000185963,BICD2,494.2256591,-0.614073745,0.177894302,-3.451902262,0.000556649,0.006097484
ENSG00000139496,NUP58,380.1204313,-0.647873367,0.187711604,-3.451429489,0.000557625,0.006104865
ENSG00000116489,CAPZA1,438.2184412,-0.695708323,0.201592459,-3.451063228,0.000558383,0.006109844
ENSG00000188483,IER5L,224.6402585,-0.811857104,0.235313724,-3.4501052,0.000560368,0.006128249
ENSG00000184058,TBX1,73.59050693,1.471400481,0.426509319,3.449867132,0.000560863,0.006130337
ENSG00000081800,SLC13A1,280.9498343,1.050785187,0.304783359,3.44764619,0.000565494,0.00617762
ENSG00000170089,ENSG00000170089,64.8930556,-1.187998651,0.344614176,-3.447329602,0.000566157,0.006181521
ENSG00000288926,ENSG00000288926,20.84597686,2.420873619,0.702375209,3.446695711,0.000567487,0.006192694
ENSG00000084090,STARD7,252.4802643,-0.754747038,0.219001556,-3.446309016,0.0005683,0.00619487
