"","gene"
"739","FUN_011483_PCNXL4"
"740","FUN_031391_hypothetical_protein"
"741","FUN_013480_FAM13A_2"
"742","FUN_036516_TSPAN2_2"
"743","FUN_051908_FSCN1_4"
"744","FUN_033151_B4GALNT4_2"
"745","FUN_037665_CPEB2_2"
"746","FUN_013811_STOX2_1"
"747","FUN_052564_hypothetical_protein"
"748","FUN_010773_PPFIBP1_2"
"749","FUN_046268_SORT1_3"
"750","FUN_017685_hypothetical_protein"
"751","FUN_036379_hypothetical_protein"
"752","FUN_015585_hypothetical_protein"
"753","FUN_013858_BNC2_2"
"754","FUN_038682_ARHGAP24_1"
"755","FUN_026464_hypothetical_protein"
"756","FUN_046053_SNX2"
"757","FUN_015418_FEZ2_2"
"758","FUN_018635_hypothetical_protein"
"759","FUN_009134_hypothetical_protein"
"760","FUN_002918_KAL1_1"
"761","FUN_022067_ORC2"
"762","FUN_043814_SNAP91_6"
"763","FUN_036376_hypothetical_protein"
"764","FUN_048613_hypothetical_protein"
"765","FUN_003723_ARL8B_1"
"766","FUN_014976_hypothetical_protein"
"767","FUN_023317_hypothetical_protein"
"768","FUN_025227_hypothetical_protein"
"769","FUN_000700_hypothetical_protein"
"770","FUN_036519_AP4B1"
"771","FUN_042263_HECW1_5"
"772","FUN_038849_HMGB3"
"773","FUN_003312_ADARB1_3"
"774","FUN_037889_hypothetical_protein"
"775","FUN_039429_PRAG1_2"
"776","FUN_001390_RAP2A_2"
"777","FUN_030729_KIF26B_1"
"778","FUN_037688_RAI2"
"779","FUN_043942_hypothetical_protein"
"780","FUN_038363_hypothetical_protein"
"781","FUN_000947_UXS1"
"782","FUN_050500_DLL3"
"783","FUN_004763_TUBA1A_3"
"784","FUN_020863_THAP4"
"785","FUN_005281_PMF1"
"786","FUN_005825_CEP89_1"
"787","FUN_037740_hypothetical_protein"
"788","FUN_001360_PDE11A_1"
"789","FUN_054040_EMC4_1"
"790","FUN_002080_hypothetical_protein"
"791","FUN_007322_FBXL16"
"792","FUN_020721_TRAPPC4"
"793","FUN_000765_ZEB2_1"
"794","FUN_051343_hypothetical_protein"
"795","FUN_033071_hypothetical_protein"
"796","FUN_008052_hypothetical_protein"
"797","FUN_040071_KANK2"
"798","FUN_049728_RUVBL2_1"
"799","FUN_014865_NCK1_1"
"800","FUN_037060_hypothetical_protein"
"801","FUN_027293_CACNA1G_4"
"802","FUN_028989_CEP20"
"803","FUN_053648_CISD2"
"804","FUN_005724_POLR2C"
"805","FUN_046603_KIF2A_3"
"806","FUN_021608_ATXN1L"
"807","FUN_049310_YTHDC2"
"808","FUN_012480_ATP10D_2"
"809","FUN_040603_CCND2_2"
"810","FUN_025861_SERPINB6_5"
"811","FUN_030014_hypothetical_protein"
"812","FUN_015414_TRMT11"
"813","FUN_050131_hypothetical_protein"
"814","FUN_001247_ETV5_1"
"815","FUN_033314_PRKAR2B_1"
"816","FUN_035487_KLF15_2"
"817","FUN_030367_hypothetical_protein"
"818","FUN_042639_KCNJ9_2"
"819","FUN_014477_RBBP8_1"
"820","FUN_049121_KIF1C_3"
"821","FUN_044117_CSPP1_1"
"822","FUN_046602_DIMT1"
"823","FUN_027292_CACNA1G_3"
"824","FUN_031413_hypothetical_protein"
"825","FUN_005509_hypothetical_protein"
"826","FUN_057856_SGSM1_6"
"827","FUN_053750_RTN4_3"
"828","FUN_032501_NUDT4"
"829","FUN_002082_LRRC8A_1"
"830","FUN_056837_PLXND1_1"
"831","FUN_009460_hypothetical_protein"
"832","FUN_017983_hypothetical_protein"
"833","FUN_009319_CORO2B_1"
"834","FUN_048310_hypothetical_protein"
"835","FUN_049438_hypothetical_protein"
"836","FUN_037993_hypothetical_protein"
"837","FUN_047161_hypothetical_protein"
"838","FUN_045168_USF2_2"
"839","FUN_011582_CCDC28B"
"840","FUN_050156_ALKBH4"
"841","FUN_004919_LMOD1_1"
"842","FUN_017732_CNPY4"
"843","FUN_022711_PTK7_3"
"844","FUN_021172_HMGB1_1"
"845","FUN_024114_SMARCAD1_1"
"846","FUN_038544_hypothetical_protein"
"847","FUN_040134_hypothetical_protein"
"848","FUN_026776_hypothetical_protein"
"849","FUN_060057_ROCK2_3"
"850","FUN_027916_NIF3L1"
"851","FUN_017770_hypothetical_protein"
"852","FUN_013233_TACR2_2"
"853","FUN_027287_CACNA1G_1"
"854","FUN_055550_hypothetical_protein"
"855","FUN_002129_hypothetical_protein"
"856","FUN_004171_PDE1B"
"857","FUN_019877_GUCY1A2_2"
"858","FUN_039381_hypothetical_protein"
"859","FUN_037687_SCML2_4"
"860","FUN_016501_hypothetical_protein"
"861","FUN_052334_MYO5A_8"
"862","FUN_049351_hypothetical_protein"
"863","FUN_030783_WARS1_2"
"864","FUN_037971_TSHZ2"
"865","FUN_060284_hypothetical_protein"
"866","FUN_005200_hypothetical_protein"
"867","FUN_019579_AP3S2"
"868","FUN_017979_MAMLD1_2"
"869","FUN_055460_HDDC2"
"870","FUN_050634_STARD8"
"871","FUN_016784_hypothetical_protein"
"872","FUN_001900_NXPE3_15"
"873","FUN_039589_hypothetical_protein"
"874","FUN_012681_hypothetical_protein"
"875","FUN_055683_hypothetical_protein"
"876","FUN_001168_hypothetical_protein"
"877","FUN_005322_hypothetical_protein"
"878","FUN_035983_DOCK7_2"
"879","FUN_036574_hypothetical_protein"
"880","FUN_051695_PPT1"
"881","FUN_024587_hypothetical_protein"
"882","FUN_036521_TAF11"
"883","FUN_043801_TSTD3"
"884","FUN_033306_hypothetical_protein"
"885","FUN_050823_hypothetical_protein"
"886","FUN_060344_HCFC1_2"
"887","FUN_045845_ZBTB8A"
"888","FUN_004297_CDC42_2"
"889","FUN_020602_hypothetical_protein"
"890","FUN_027752_EGR2B"
"891","FUN_004663_GLS2_2"
"892","FUN_035327_DDIT3"
"893","FUN_038267_TNFRSF10A"
"894","FUN_019570_PSMD13_1"
"895","FUN_034153_hypothetical_protein"
"896","FUN_038707_hypothetical_protein"
"897","FUN_001816_ARHGEF7_1"
"898","FUN_046563_MAD2L2"
"899","FUN_000159_hypothetical_protein"
"900","FUN_026281_PKMYT1"
"901","FUN_034013_DCTN4_3"
"902","FUN_016782_PDCD2L"
"903","FUN_034194_CLIC1"
"904","FUN_050150_AP2B1_3"
"905","FUN_055266_hypothetical_protein"
"906","FUN_059594_hypothetical_protein"
"907","FUN_025839_SERPINB1"
"908","FUN_005955_ACTL7A"
"909","FUN_027246_hypothetical_protein"
"910","FUN_008853_ITPRIPL2"
"911","FUN_008615_hypothetical_protein"
"912","FUN_035724_ATG4B"
"913","FUN_035985_DOCK7_3"
"914","FUN_020629_TENM4_1"
"915","FUN_046230_hypothetical_protein"
"916","FUN_056044_hypothetical_protein"
"917","FUN_001569_LRP2"
"918","FUN_024090_hypothetical_protein"
"919","FUN_020719_hypothetical_protein"
"920","FUN_005881_MTCH2"
"921","FUN_005964_hypothetical_protein"
"922","FUN_029966_hypothetical_protein"
"923","FUN_052033_MAPK15"
"924","FUN_011613_WDR89"
"925","FUN_014871_WDR37_1"
"926","FUN_048386_hypothetical_protein"
"927","FUN_005278_CLP1"
"928","FUN_005270_BBS7"
"929","FUN_042864_hes6_1"
"930","FUN_012206_hypothetical_protein"
"931","FUN_029699_SMAD4_3"
"932","FUN_039737_PRRG3"
"933","FUN_016622_hypothetical_protein"
"934","FUN_008162_ATP6V0C_1"
"935","FUN_003648_CNN3_1"
"936","FUN_051986_PSMB2_2"
"937","FUN_003465_GDI1_1"
"938","FUN_056037_hypothetical_protein"
"939","FUN_040670_hypothetical_protein"
"940","FUN_048586_SPRED2_3"
"941","FUN_022068_hypothetical_protein"
"942","FUN_028646_hypothetical_protein"
"943","FUN_012368_SOCS5_1"
"944","FUN_046049_hypothetical_protein"
"945","FUN_016385_hypothetical_protein"
"946","FUN_028244_hypothetical_protein"
"947","FUN_032901_hypothetical_protein"
"948","FUN_019647_hypothetical_protein"
"949","FUN_048016_ARHGAP20_1"
"950","FUN_037719_dnajc16"
"951","FUN_035662_RAD54L"
"952","FUN_009572_hypothetical_protein"
"953","FUN_051781_MFSD11_2"
"954","FUN_027800_hypothetical_protein"
"955","FUN_038439_hypothetical_protein"
"956","FUN_014826_TRPC1_2"
"957","FUN_035462_PRKAG1"
"958","FUN_021972_BCO1_1"
"959","FUN_044579_hypothetical_protein"
"960","FUN_021364_RRAS2"
"961","FUN_004369_KLHDC8A_1"
"962","FUN_033819_hypothetical_protein"
"963","FUN_043925_hypothetical_protein"
"964","FUN_048542_ASNA1"
"965","FUN_059814_hypothetical_protein"
"966","FUN_014953_ECI2"
"967","FUN_060430_hypothetical_protein"
"968","FUN_000591_hypothetical_protein"
"969","FUN_016759_UNC45A"
"970","FUN_003692_GNAI2_2"
"971","FUN_043474_hypothetical_protein"
"972","FUN_050624_AMER1"
"973","FUN_018683_PSMB5"
"974","FUN_011554_hypothetical_protein"
"975","FUN_005812_hypothetical_protein"
"976","FUN_051646_hypothetical_protein"
"977","FUN_018494_ST6GALNAC5"
"978","FUN_037079_hypothetical_protein"
"979","FUN_030382_NID2_1"
"980","FUN_046466_UBE2V1_3"
"981","FUN_041217_hypothetical_protein"
"982","FUN_051853_GNA12_1"
"983","FUN_022604_hypothetical_protein"
"984","FUN_037677_ABCG2_7"
"985","FUN_059492_PIWIL1_8"
"986","FUN_003408_ARL8A"
"987","FUN_051123_CD97_11"
"988","FUN_024413_hypothetical_protein"
"989","FUN_021004_MRPS23"
"990","FUN_011545_PQLC3"
"991","FUN_059141_hypothetical_protein"
"992","FUN_013888_hypothetical_protein"
"993","FUN_037686_SCML2_3"
"994","FUN_059982_hypothetical_protein"
"995","FUN_042384_hypothetical_protein"
"996","FUN_022154_ANKDD1A"
"997","FUN_015334_LIMD1"
"998","FUN_026382_hypothetical_protein"
"999","FUN_054979_hypothetical_protein"
"1000","FUN_048074_GPM6B"
"1001","FUN_005228_hypothetical_protein"
"1002","FUN_044232_hypothetical_protein"
"1003","FUN_054522_FNIP2"
"1004","FUN_015539_MRPS15"
"1005","FUN_054506_PRSS12_2"
"1006","FUN_046490_hypothetical_protein"
"1007","FUN_026014_hypothetical_protein"
"1008","FUN_002401_SUB1_1"
"1009","FUN_050599_TENM1_12"
"1010","FUN_049996_ANKRA2"
"1011","FUN_015090_LANCL2_1"
"1012","FUN_047428_hypothetical_protein"
"1013","FUN_046868_ASIC1_6"
"1014","FUN_020399_hypothetical_protein"
"1015","FUN_025541_ACAT1"
"1016","FUN_021838_hypothetical_protein"
"1017","FUN_039060_COX8A"
"1018","FUN_001316_DYNC1I2_3"
"1019","FUN_028926_hypothetical_protein"
"1020","FUN_040339_SLCO1C1_1"
"1021","FUN_031845_ACYP1"
"1022","FUN_043633_XKR4_1"
"1023","FUN_017757_DOK1"
"1024","FUN_018489_ST6GALNAC3_3"
"1025","FUN_048312_hypothetical_protein"
"1026","FUN_048291_hypothetical_protein"
"1027","FUN_028052_G6PC3"
"1028","FUN_025706_hypothetical_protein"
"1029","FUN_060147_hypothetical_protein"
"1030","FUN_037576_CTNNBL1_1"
"1031","FUN_003316_PLCD4_2"
"1032","FUN_050352_GNB2_4"
"1033","FUN_054980_hypothetical_protein"
"1034","FUN_045870_TLDC2"
"1035","FUN_031848_JDP2_2"
"1036","FUN_006293_hypothetical_protein"
"1037","FUN_016188_NECAP1"
"1038","FUN_042261_hypothetical_protein"
"1039","FUN_036235_HM13"
"1040","FUN_027494_PSMC5"
"1041","FUN_028821_MCM6_1"
"1042","FUN_021278_hypothetical_protein"
"1043","FUN_020202_UBASH3B"
"1044","FUN_021691_DHX38"
"1045","FUN_037456_PIK3CA_3"
"1046","FUN_016500_DYNC1I1_1"
"1047","FUN_024091_hypothetical_protein"
"1048","FUN_040978_PIM3_3"
"1049","FUN_037595_DLGAP4_5"
"1050","FUN_038198_HAUS1"
"1051","FUN_046556_hypothetical_protein"
"1052","FUN_049739_FAM57A"
"1053","FUN_016423_hypothetical_protein"
"1054","FUN_011616_SGPP1_2"
"1055","FUN_025755_ASH2L"
"1056","FUN_032730_GSTP1"
"1057","FUN_008581_NDE1"
"1058","FUN_019903_hypothetical_protein"
"1059","FUN_000955_hypothetical_protein"
"1060","FUN_043216_hypothetical_protein"
"1061","FUN_010638_ST3GAL2_2"
"1062","FUN_050765_hypothetical_protein"
"1063","FUN_035541_RASSF1_2"
"1064","FUN_004293_P3H1"
"1065","FUN_046606_PIP5K1B_3"
"1066","FUN_008151_PHOSPHO1_1"
"1067","FUN_023929_hypothetical_protein"
"1068","FUN_023109_LIMS1"
"1069","FUN_024159_CSGALNACT1_1"
"1070","FUN_035343_R3HDM2"
"1071","FUN_051353_INTS8"
"1072","FUN_015476_PHACTR4_1"
"1073","FUN_003340_SH3BP4_2"
"1074","FUN_021436_hypothetical_protein"
"1075","FUN_044412_NETO1_5"
"1076","FUN_042385_HOMER3_2"
"1077","FUN_018382_anxa13"
"1078","FUN_057514_BCL7A"
"1079","FUN_019830_hypothetical_protein"
"1080","FUN_010877_BICD1_1"
"1081","FUN_049759_hypothetical_protein"
"1082","FUN_040868_USP6NL"
"1083","FUN_044224_WASF3_3"
"1084","FUN_025328_TEX14"
"1085","FUN_029538_NSUN2_3"
"1086","FUN_015802_THEM4_1"
"1087","FUN_056028_hypothetical_protein"
"1088","FUN_057895_hypothetical_protein"
"1089","FUN_019170_DUSP19"
"1090","FUN_051657_CLASP2_2"
"1091","FUN_027264_hypothetical_protein"
"1092","FUN_005077_PCDH10_1"
"1093","FUN_060363_hypothetical_protein"
"1094","FUN_021366_hypothetical_protein"
"1095","FUN_046601_POLA2"
"1096","FUN_037061_hypothetical_protein"
"1097","FUN_006285_TRIM67_1"
"1098","FUN_060342_PLEKHA2"
"1099","FUN_014823_hypothetical_protein"
"1100","FUN_060323_hypothetical_protein"
"1101","FUN_021862_TUBB4A_7"
"1102","FUN_054893_KLHL29_6"
"1103","FUN_060422_hypothetical_protein"
"1104","FUN_020127_hypothetical_protein"
"1105","FUN_012618_KCNMA1_1"
"1106","FUN_051891_ARPC1A"
"1107","FUN_014342_WDR90"
"1108","FUN_045869_MTFR1L"
"1109","FUN_015586_SMPDL3B"
"1110","FUN_023952_GPR21"
"1111","FUN_046645_DAB2IP_1"
"1112","FUN_034858_hypothetical_protein"
"1113","FUN_000986_hypothetical_protein"
"1114","FUN_049308_hypothetical_protein"
"1115","FUN_056627_hypothetical_protein"
"1116","FUN_060022_HARBI1"
"1117","FUN_019867_NAALAD2_1"
"1118","FUN_009588_hypothetical_protein"
"1119","FUN_004294_hypothetical_protein"
"1120","FUN_010758_UBE2N_2"
"1121","FUN_032710_hypothetical_protein"
"1122","FUN_000472_MED4"
"1123","FUN_037149_hypothetical_protein"
"1124","FUN_023675_POLR2L"
"1125","FUN_018311_SLITRK3"
"1126","FUN_056827_SULT1ST3_5"
"1127","FUN_006647_TRAP1_1"
"1128","FUN_036975_HAUS7"
"1129","FUN_004325_hypothetical_protein"
"1130","FUN_019387_POLR1D"
"1131","FUN_054048_TOX4"
"1132","FUN_029703_SYT11_2"
"1133","FUN_032895_WDR61"
"1134","FUN_020313_ALDH3A2_2"
"1135","FUN_046726_PLXNA3_1"
"1136","FUN_000883_ADCY5_3"
"1137","FUN_029155_SNX27_3"
"1138","FUN_030782_WARS1_1"
"1139","FUN_037303_KRT8_3"
"1140","FUN_020046_P2RX5_1"
"1141","FUN_021821_SRSF7"
"1142","FUN_049326_hypothetical_protein"
"1143","FUN_031428_PLK4"
"1144","FUN_020012_C2CD3_2"
"1145","FUN_022734_HPS3"
"1146","FUN_011154_CLEC18A"
"1147","FUN_004909_hypothetical_protein"
"1148","FUN_054096_ARHGEF40_1"
"1149","FUN_049108_DLG4_4"
"1150","FUN_046054_hypothetical_protein"
"1151","FUN_047158_hypothetical_protein"
"1152","FUN_003468_ORA1"
"1153","FUN_014478_RBBP8_3"
"1154","FUN_039007_DPP3_2"
"1155","FUN_026412_hypothetical_protein"
"1156","FUN_010768_hypothetical_protein"
"1157","FUN_013403_TESK1_1"
"1158","FUN_048576_CNRIP1_2"
"1159","FUN_006443_hypothetical_protein"
"1160","FUN_001529_hypothetical_protein"
"1161","FUN_024412_hypothetical_protein"
"1162","FUN_000766_GTDC1_1"
"1163","FUN_046597_MIER3_3"
"1164","FUN_031735_MCM8"
"1165","FUN_020868_LRRC8D_1"
"1166","FUN_001084_ATP1A1_1"
"1167","FUN_038139_DIPK1B"
"1168","FUN_050251_hypothetical_protein"
"1169","FUN_017753_hypothetical_protein"
"1170","FUN_043711_hypothetical_protein"
"1171","FUN_040911_hypothetical_protein"
"1172","FUN_060182_EPM2AIP1"
"1173","FUN_023142_PLA2R1"
"1174","FUN_005826_CEP89_2"
"1175","FUN_005203_SETD7"
"1176","FUN_046528_hypothetical_protein"
"1177","FUN_030688_GEMIN2"
"1178","FUN_029403_TXNL4A"
"1179","FUN_021385_STK33"
"1180","FUN_046869_GPD1_3"
"1181","FUN_004997_hypothetical_protein"
"1182","FUN_032140_hypothetical_protein"
"1183","FUN_050187_hypothetical_protein"
"1184","FUN_045945_ZMPSTE24"
"1185","FUN_023984_ANTXR2_2"
"1186","FUN_033796_AP4E1"
"1187","FUN_021655_ZFHX3_3"
"1188","FUN_051704_LYPLA2"
"1189","FUN_031578_PSMC1"
"1190","FUN_037148_hypothetical_protein"
"1191","FUN_003292_TSPAN7_1"
"1192","FUN_037750_TSPAN31_2"
"1193","FUN_033799_cdhr5"
"1194","FUN_014084_TMEM65_1"
"1195","FUN_054045_hypothetical_protein"
"1196","FUN_039430_OAZ1_2"
"1197","FUN_018684_hypothetical_protein"
"1198","FUN_030606_KCNK13_1"
"1199","FUN_005320_hypothetical_protein"
"1200","FUN_021837_RBBP9"
"1201","FUN_049920_ZMAT5"
"1202","FUN_019568_MTL5"
"1203","FUN_036517_hypothetical_protein"
"1204","FUN_031272_ID2_2"
"1205","FUN_004182_METTL21B"
"1206","FUN_046628_RAPGEF1_3"
"1207","FUN_031478_TTBK2_1"
"1208","FUN_039912_WASF3_2"
"1209","FUN_015724_PTPN2_1"
"1210","FUN_005502_BTBD10_1"
"1211","FUN_046145_hypothetical_protein"
"1212","FUN_060018_hypothetical_protein"
"1213","FUN_038339_hypothetical_protein"
"1214","FUN_046309_TAF10"
"1215","FUN_020312_ALDH3A2_1"
"1216","FUN_028385_hypothetical_protein"
"1217","FUN_018294_NFATC4_2"
"1218","FUN_060015_PROM1A"
"1219","FUN_009712_hypothetical_protein"
"1220","FUN_050339_NYAP1"
"1221","FUN_014872_WDR37_2"
"1222","FUN_029236_hypothetical_protein"
"1223","FUN_004361_CDK18_1"
"1224","FUN_023671_hypothetical_protein"
"1225","FUN_018807_TCEA1"
"1226","FUN_022689_AP3D1"
"1227","FUN_011430_SLC8A3"
"1228","FUN_049428_hypothetical_protein"
"1229","FUN_040288_HSF5_15"
"1230","FUN_021964_DENND5A_1"
"1231","FUN_016444_TMEFF1_2"
"1232","FUN_026381_hypothetical_protein"
"1233","FUN_027524_EMC9"
"1234","FUN_041871_PPFIA2_2"
"1235","FUN_024533_PRRC1"
"1236","FUN_011583_hypothetical_protein"
"1237","FUN_032224_hypothetical_protein"
"1238","FUN_029476_hypothetical_protein"
"1239","FUN_033324_RPGRIP1L"
"1240","FUN_032734_ATP7A_2"
"1241","FUN_020756_hypothetical_protein"
"1242","FUN_004762_TUBA1A_2"
"1243","FUN_002903_hypothetical_protein"
"1244","FUN_025820_TNFRSF21"
"1245","FUN_030383_NID2_3"
"1246","FUN_034198_DDAH2_2"
"1247","FUN_029235_hypothetical_protein"
"1248","FUN_056629_hypothetical_protein"
"1249","FUN_004757_MMP19_3"
"1250","FUN_014294_SRCIN1_3"
"1251","FUN_049336_HAUS4"
"1252","FUN_051131_hypothetical_protein"
"1253","FUN_032714_PPP3CA_5"
"1254","FUN_019510_hypothetical_protein"
"1255","FUN_048249_LIPT1"
"1256","FUN_003165_ADD1_1"
"1257","FUN_014611_hypothetical_protein"
"1258","FUN_045335_MTMR11_2"
"1259","FUN_055339_FZD3_2"
"1260","FUN_015858_HORMAD1"
"1261","FUN_037310_ZMYND8_3"
"1262","FUN_008671_hypothetical_protein"
"1263","FUN_037744_ACAP3_4"
"1264","FUN_040890_SLC6A1_3"
"1265","FUN_005571_hypothetical_protein"
"1266","FUN_005798_TRAPPC2L"
"1267","FUN_022725_COMMD2"
"1268","FUN_056032_hypothetical_protein"
"1269","FUN_025999_BPNT1"
"1270","FUN_001547_hypothetical_protein"
"1271","FUN_040011_CBX3_2"
"1272","FUN_019653_hypothetical_protein"
"1273","FUN_052848_FRMD4A_2"
"1274","FUN_056435_STX2"
"1275","FUN_049729_RUVBL2_2"
"1276","FUN_032718_CXXC5_1"
"1277","FUN_048190_OBFC1"
"1278","FUN_003851_PSMD6"
"1279","FUN_028680_hypothetical_protein"
"1280","FUN_060253_MYT1_3"
"1281","FUN_000418_hypothetical_protein"
"1282","FUN_014360_DECR2"
"1283","FUN_044713_MPPE1_1"
"1284","FUN_013856_BNC2_1"
"1285","FUN_003737_hypothetical_protein"
"1286","FUN_060017_hypothetical_protein"
"1287","FUN_012662_GINS1"
"1288","FUN_011544_hypothetical_protein"
"1289","FUN_000183_hypothetical_protein"
"1290","FUN_051302_CNDP2"
"1291","FUN_055056_cdh2_2"
"1292","FUN_009507_PPIP5K1_1"
"1293","FUN_039973_JAZF1_2"
"1294","FUN_015399_STT3B_1"
"1295","FUN_007851_hypothetical_protein"
"1296","FUN_027034_ZEB1_1"
"1297","FUN_042341_hypothetical_protein"
"1298","FUN_018100_ACER2_2"
"1299","FUN_016542_HAS1"
"1300","FUN_053762_CFAP36"
"1301","FUN_029581_hypothetical_protein"
"1302","FUN_014166_SLC6A3_1"
"1303","FUN_023135_PSMD14_2"
"1304","FUN_039199_PPME1_2"
"1305","FUN_023134_PSMD14_1"
"1306","FUN_051898_SMURF1"
"1307","FUN_029058_hypothetical_protein"
"1308","FUN_003749_GRM2_2"
"1309","FUN_010470_RIPOR1"
"1310","FUN_032058_hypothetical_protein"
"1311","FUN_023150_PTP4A1"
"1312","FUN_017320_eps15"
"1313","FUN_015818_GTF3C6"
"1314","FUN_040905_hypothetical_protein"
"1315","FUN_031258_hypothetical_protein"
"1316","FUN_052792_BAZ1B"
"1317","FUN_018802_ATP6V1H_2"
"1318","FUN_035387_TARBP2"
"1319","FUN_047157_KCNN2_4"
"1320","FUN_003443_hypothetical_protein"
"1321","FUN_028641_SEPT10"
"1322","FUN_015094_TGFBR1_1"
"1323","FUN_051855_GNA12_3"
"1324","FUN_040140_SAMD9L_9"
"1325","FUN_040436_hypothetical_protein"
"1326","FUN_025695_RFX3_1"
"1327","FUN_037765_LIMA1_3"
"1328","FUN_020032_DYNLL2_1"
"1329","FUN_005566_CECR1_1"
"1330","FUN_011534_BEND3"
"1331","FUN_046621_IFT81_2"
"1332","FUN_016935_WDR60"
"1333","FUN_008747_hypothetical_protein"
"1334","FUN_008740_PPFIA1_1"
"1335","FUN_018804_ATP6V1H_3"
"1336","FUN_025496_KIRREL3_1"
"1337","FUN_018319_GADD45B_1"
"1338","FUN_020128_hypothetical_protein"
"1339","FUN_004702_hypothetical_protein"
"1340","FUN_031734_hypothetical_protein"
"1341","FUN_048614_hypothetical_protein"
"1342","FUN_050133_hypothetical_protein"
"1343","FUN_019385_hypothetical_protein"
"1344","FUN_005470_CEP41_2"
"1345","FUN_035505_PLXNA1_4"
"1346","FUN_046619_FNBP1_5"
"1347","FUN_015696_STEAP2_2"
"1348","FUN_013824_lgi2"
"1349","FUN_020045_TXNDC17"
"1350","FUN_056826_SULT1ST3_4"
"1351","FUN_024940_hypothetical_protein"
"1352","FUN_021542_hypothetical_protein"
"1353","FUN_060353_THAP1"
"1354","FUN_044779_hypothetical_protein"
"1355","FUN_004296_CDC42_1"
"1356","FUN_004261_COQ10A"
"1357","FUN_018860_MALRD1_2"
"1358","FUN_051602_RBBP4"
"1359","FUN_014199_hypothetical_protein"
"1360","FUN_022418_CEP19"
"1361","FUN_046381_SPATA6"
"1362","FUN_025725_hypothetical_protein"
"1363","FUN_024818_hypothetical_protein"
"1364","FUN_057444_SEMA4C_2"
"1365","FUN_032516_hypothetical_protein"
"1366","FUN_038146_hypothetical_protein"
"1367","FUN_020848_hypothetical_protein"
"1368","FUN_028019_hypothetical_protein"
"1369","FUN_019222_AIPL1_2"
"1370","FUN_049474_MAST4_1"
"1371","FUN_036177_NBEAL1_1"
"1372","FUN_008962_ERCC6L"
"1373","FUN_056213_HNF1A"
"1374","FUN_039334_ARHGAP42A"
"1375","FUN_020293_USF1_1"
"1376","FUN_004761_hypothetical_protein"
"1377","FUN_044125_CPA6"
"1378","FUN_019675_hypothetical_protein"
"1379","FUN_000526_hypothetical_protein"
"1380","FUN_056782_KANK3"
"1381","FUN_030384_NID2_4"
"1382","FUN_001489_BMPR2_2"
"1383","FUN_024252_DDHD2"
"1384","FUN_011001_YIF1B"
"1385","FUN_003542_BICD2_1"
"1386","FUN_000832_hypothetical_protein"
"1387","FUN_049290_hypothetical_protein"
"1388","FUN_043748_hypothetical_protein"
"1389","FUN_003762_PSMA5"
"1390","FUN_038397_hypothetical_protein"
"1391","FUN_056094_DDHD1_3"
"1392","FUN_030920_DYNC1H1_6"
"1393","FUN_023107_CNTNAP5_11"
"1394","FUN_049049_SOX19A"
"1395","FUN_027290_CACNA1H_1"
"1396","FUN_035864_hypothetical_protein"
"1397","FUN_015686_RSU1_2"
"1398","FUN_032906_HSPA4_2"
"1399","FUN_047073_XPR1_3"
"1400","FUN_008977_GRIA3_1"
"1401","FUN_006967_hypothetical_protein"
"1402","FUN_017762_CCT7"
"1403","FUN_032713_PPP3CB"
"1404","FUN_044230_ATP8A2_3"
"1405","FUN_055295_hypothetical_protein"
"1406","FUN_043244_hypothetical_protein"
"1407","FUN_051184_hypothetical_protein"
"1408","FUN_000709_LYPD6B"
"1409","FUN_001391_hypothetical_protein"
"1410","FUN_055081_hypothetical_protein"
"1411","FUN_060193_hypothetical_protein"
"1412","FUN_046644_dab2ip"
"1413","FUN_056705_KCTD9"
"1414","FUN_056293_hypothetical_protein"
"1415","FUN_003831_hypothetical_protein"
"1416","FUN_056036_hypothetical_protein"
"1417","FUN_052169_hypothetical_protein"
"1418","FUN_031982_hypothetical_protein"
"1419","FUN_019547_MESP1_1"
"1420","FUN_025511_hypothetical_protein"
"1421","FUN_010012_MAP7D3_3"
