"","gene"
"4629","FUN_015217_PPP4R1"
"4630","FUN_001985_HOMER1_3"
"4631","FUN_037949_hypothetical_protein"
"4632","FUN_040317_hypothetical_protein"
"4633","FUN_002919_hypothetical_protein"
"4634","FUN_017351_hypothetical_protein"
"4635","FUN_039986_HOXA3A"
"4636","FUN_048044_CEP97"
"4637","FUN_014956_WWP1_2"
"4638","FUN_008134_ITGA2B"
"4639","FUN_034531_hypothetical_protein"
"4640","FUN_043970_CTNND2_14"
"4641","FUN_040244_NLRP12_149"
"4642","FUN_039493_AGPAT9_1"
"4643","FUN_025968_BUB1B_1"
"4644","FUN_019432_hypothetical_protein"
"4645","FUN_022804_LPHN2_3"
"4646","FUN_029651_NLRP12_103"
"4647","FUN_011566_ZFYVE26_2"
"4648","FUN_060124_JAKMIP1"
"4649","FUN_030389_TXNDC16"
"4650","FUN_046540_hypothetical_protein"
"4651","FUN_010574_hypothetical_protein"
"4652","FUN_035519_TGIF2"
"4653","FUN_036260_HDAC7_6"
"4654","FUN_052509_hypothetical_protein"
"4655","FUN_023901_HSDL2"
"4656","FUN_051639_VPS45_1"
"4657","FUN_000865_DNAJC3"
"4658","FUN_053607_hypothetical_protein"
"4659","FUN_049940_CORO1C_2"
"4660","FUN_019861_GRM1_2"
"4661","FUN_015466_ZDHHC18_1"
"4662","FUN_008161_SPSB3_2"
"4663","FUN_019252_hypothetical_protein"
"4664","FUN_056446_RIMBP2_4"
"4665","FUN_051392_hypothetical_protein"
"4666","FUN_018205_TRMT10A"
"4667","FUN_038980_hypothetical_protein"
"4668","FUN_028468_hypothetical_protein"
"4669","FUN_040113_SYT2_2"
"4670","FUN_011561_ARG2"
"4671","FUN_036533_hypothetical_protein"
"4672","FUN_020591_SPCS2"
"4673","FUN_039396_WDR73"
"4674","FUN_018729_ASAP1_2"
"4675","FUN_027711_RAC1_2"
"4676","FUN_003594_GABBR1_2"
"4677","FUN_021849_ACYP2"
"4678","FUN_021288_SLC2A2"
"4679","FUN_001850_TRIM45"
"4680","FUN_039862_hypothetical_protein"
"4681","FUN_003060_SIGLEC1_1"
"4682","FUN_002337_CXCL11_6"
"4683","FUN_032808_hypothetical_protein"
"4684","FUN_013719_SPCS3"
"4685","FUN_021481_SOX6_3"
"4686","FUN_017707_METTL3"
"4687","FUN_058695_NEURL4_2"
"4688","FUN_035378_PBRM1_1"
"4689","FUN_030786_hypothetical_protein"
"4690","FUN_039317_hypothetical_protein"
"4691","FUN_010294_hypothetical_protein"
"4692","FUN_024841_MPZL1_2"
"4693","FUN_026410_CDHR1_4"
"4694","FUN_057509_GTF2H3"
"4695","FUN_059987_phf11"
"4696","FUN_007984_PPP1R9B_1"
"4697","FUN_050135_hypothetical_protein"
"4698","FUN_042863_ITM2C_3"
"4699","FUN_049834_hypothetical_protein"
"4700","FUN_013138_hypothetical_protein"
"4701","FUN_056492_hypothetical_protein"
"4702","FUN_042445_hypothetical_protein"
"4703","FUN_023872_THOP1_2"
"4704","FUN_055322_hypothetical_protein"
"4705","FUN_030714_GPN1"
"4706","FUN_015412_HINT3"
"4707","FUN_015044_ITGB1_1"
"4708","FUN_016393_TRIM46_2"
"4709","FUN_058032_hypothetical_protein"
"4710","FUN_029692_EEPD1_2"
"4711","FUN_035621_EIF4ENIF1"
"4712","FUN_012437_AKT3_1"
"4713","FUN_049503_hypothetical_protein"
"4714","FUN_011369_ARF5_2"
"4715","FUN_026091_HMBOX1_1"
"4716","FUN_044882_MEGF8_1"
"4717","FUN_050569_hypothetical_protein"
"4718","FUN_047860_SPRY2"
"4719","FUN_029946_TSPAN5_2"
"4720","FUN_001632_HDAC4_5"
"4721","FUN_028710_hypothetical_protein"
"4722","FUN_056497_hypothetical_protein"
"4723","FUN_030285_hypothetical_protein"
"4724","FUN_015237_hypothetical_protein"
"4725","FUN_015725_hypothetical_protein"
"4726","FUN_019710_hypothetical_protein"
"4727","FUN_030963_HEATR5A_2"
"4728","FUN_049352_hypothetical_protein"
"4729","FUN_001070_hypothetical_protein"
"4730","FUN_038278_NARS1"
"4731","FUN_047076_ACBD6_1"
"4732","FUN_018490_hypothetical_protein"
"4733","FUN_022346_USE1"
"4734","FUN_039559_EFNA5"
"4735","FUN_018183_NTN4_4"
"4736","FUN_051981_AGO4_2"
"4737","FUN_020558_hypothetical_protein"
"4738","FUN_037458_hypothetical_protein"
"4739","FUN_019939_NYAP2_2"
"4740","FUN_060338_KLHL12"
"4741","FUN_010088_MTUS1_1"
"4742","FUN_053999_hypothetical_protein"
"4743","FUN_011579_NUSAP1"
"4744","FUN_004805_PHF2_2"
"4745","FUN_022471_hypothetical_protein"
"4746","FUN_016069_hypothetical_protein"
"4747","FUN_050916_LRRFIP1_7"
"4748","FUN_000880_HACD2"
"4749","FUN_042161_FGF12_2"
"4750","FUN_016863_CCDC96"
"4751","FUN_001517_ABCB6_2"
"4752","FUN_030676_LRFN5_1"
"4753","FUN_042544_RAB12"
"4754","FUN_005308_REEP2_2"
"4755","FUN_016577_hypothetical_protein"
"4756","FUN_051079_KCNT2_4"
"4757","FUN_038377_hypothetical_protein"
"4758","FUN_012862_HPS6"
"4759","FUN_012313_hypothetical_protein"
"4760","FUN_050819_hypothetical_protein"
"4761","FUN_059953_hypothetical_protein"
"4762","FUN_017213_hypothetical_protein"
"4763","FUN_040037_ICAM1_1"
"4764","FUN_014923_hypothetical_protein"
"4765","FUN_020617_hypothetical_protein"
"4766","FUN_030664_hypothetical_protein"
"4767","FUN_033944_MTSS1_6"
"4768","FUN_048035_FEM1C_2"
"4769","FUN_034524_hypothetical_protein"
"4770","FUN_038401_CACNA1B_5"
"4771","FUN_046034_CSGALNACT1_4"
"4772","FUN_032003_DAAM2_2"
"4773","FUN_054526_hypothetical_protein"
"4774","FUN_000557_MAP4K4_1"
"4775","FUN_024160_CSGALNACT1_2"
"4776","FUN_048237_ATP11A_1"
"4777","FUN_032513_ARID2"
"4778","FUN_055907_hypothetical_protein"
"4779","FUN_048313_MARCH4_4"
"4780","FUN_031337_hypothetical_protein"
"4781","FUN_038440_hypothetical_protein"
"4782","FUN_044895_hypothetical_protein"
"4783","FUN_026009_hypothetical_protein"
"4784","FUN_055641_hypothetical_protein"
"4785","FUN_012997_hypothetical_protein"
"4786","FUN_029278_hypothetical_protein"
"4787","FUN_056080_KCNK10_4"
"4788","FUN_057280_hypothetical_protein"
"4789","FUN_003332_CNTNAP5_5"
"4790","FUN_018832_KIF9_1"
"4791","FUN_016447_DNAH8_2"
"4792","FUN_007958_LMTK2"
"4793","FUN_024087_RUSC2_1"
"4794","FUN_024186_hypothetical_protein"
"4795","FUN_013599_DCLK2_1"
"4796","FUN_045415_hypothetical_protein"
"4797","FUN_003207_hypothetical_protein"
"4798","FUN_040930_ALG10"
"4799","FUN_039062_hypothetical_protein"
"4800","FUN_060020_EXOC3L1_3"
"4801","FUN_046011_hypothetical_protein"
"4802","FUN_035942_AK4"
"4803","FUN_006222_hypothetical_protein"
"4804","FUN_052431_hypothetical_protein"
"4805","FUN_040605_hypothetical_protein"
"4806","FUN_014918_KLF6_2"
"4807","FUN_005292_hypothetical_protein"
"4808","FUN_033273_hypothetical_protein"
"4809","FUN_017916_hypothetical_protein"
"4810","FUN_016600_hypothetical_protein"
"4811","FUN_011193_GSE1_2"
"4812","FUN_052687_hypothetical_protein"
"4813","FUN_018321_SAMD7"
"4814","FUN_028802_GPD2_2"
"4815","FUN_057106_ACAA2_2"
"4816","FUN_051489_WDYHV1"
"4817","FUN_019209_hypothetical_protein"
"4818","FUN_003391_hypothetical_protein"
"4819","FUN_020735_AP2S1"
"4820","FUN_060173_GIT2"
"4821","FUN_050425_hypothetical_protein"
"4822","FUN_047109_SOAT1"
"4823","FUN_012502_LETM1_2"
"4824","FUN_010443_GNAO1_2"
"4825","FUN_036565_TRAPPC6B_2"
"4826","FUN_011739_CHP1"
"4827","FUN_005061_GAR1"
"4828","FUN_022431_hypothetical_protein"
"4829","FUN_028624_hypothetical_protein"
"4830","FUN_008986_hypothetical_protein"
"4831","FUN_010873_hypothetical_protein"
"4832","FUN_003698_hypothetical_protein"
"4833","FUN_020011_C2CD3_1"
"4834","FUN_050629_hypothetical_protein"
"4835","FUN_054205_hypothetical_protein"
"4836","FUN_047393_hypothetical_protein"
"4837","FUN_009459_ABTB2_2"
"4838","FUN_036560_CD63_1"
"4839","FUN_056943_CACNA1C_4"
"4840","FUN_008575_RRN3"
"4841","FUN_042452_hypothetical_protein"
"4842","FUN_025751_SETD9"
"4843","FUN_021422_hypothetical_protein"
"4844","FUN_014889_hypothetical_protein"
"4845","FUN_039974_hypothetical_protein"
"4846","FUN_000839_PTPN4_1"
"4847","FUN_020928_RH11"
"4848","FUN_008141_CRHR1_1"
"4849","FUN_003534_hypothetical_protein"
"4850","FUN_009117_IGDCC3_3"
"4851","FUN_054763_hypothetical_protein"
"4852","FUN_039434_UHRF2_2"
"4853","FUN_021166_B3GALTL_1"
"4854","FUN_052989_ARHGEF17_2"
"4855","FUN_060064_SRBD1_4"
"4856","FUN_054850_hypothetical_protein"
"4857","FUN_029156_SNX27_5"
"4858","FUN_049635_ZNHIT3"
"4859","FUN_034440_SMARCC2"
"4860","FUN_046012_hypothetical_protein"
"4861","FUN_029415_CIBAR1"
"4862","FUN_022058_TK1"
"4863","FUN_050787_MRPL24"
"4864","FUN_052465_hypothetical_protein"
"4865","FUN_060267_hypothetical_protein"
"4866","FUN_029690_EEPD1_1"
"4867","FUN_001845_hypothetical_protein"
"4868","FUN_005579_hypothetical_protein"
"4869","FUN_003098_SDE2_2"
"4870","FUN_018558_hypothetical_protein"
"4871","FUN_048272_GRIN2B_7"
"4872","FUN_049453_hypothetical_protein"
"4873","FUN_001513_PRKAG3"
"4874","FUN_020595_hypothetical_protein"
"4875","FUN_040604_CCND2_3"
"4876","FUN_038202_ARK2C_1"
"4877","FUN_014519_SHANK1_3"
"4878","FUN_057263_DOCK3_6"
"4879","FUN_048662_PSEN2"
"4880","FUN_039863_hypothetical_protein"
"4881","FUN_020427_PAFAH1B1_2"
"4882","FUN_040338_hypothetical_protein"
"4883","FUN_017640_CLDN7A"
"4884","FUN_010039_GPC4_2"
"4885","FUN_001235_GATD3_1"
"4886","FUN_002938_TRIM35_18"
"4887","FUN_021452_EXOSC6"
"4888","FUN_018166_BOLA2"
"4889","FUN_004387_HP1BP3"
"4890","FUN_007508_CACNA1A_9"
"4891","FUN_050365_hypothetical_protein"
"4892","FUN_011147_COG8"
"4893","FUN_004175_ITGA7_2"
"4894","FUN_011572_TRIP11_1"
"4895","FUN_010900_TMEM5"
"4896","FUN_035119_GNB1_1"
"4897","FUN_040675_RPAP3"
"4898","FUN_017936_hypothetical_protein"
"4899","FUN_023372_NEK7_1"
"4900","FUN_056119_YLPM1_2"
"4901","FUN_060359_ZBTB44"
"4902","FUN_028266_hypothetical_protein"
"4903","FUN_033751_HPS5"
"4904","FUN_001674_TNS1_2"
"4905","FUN_017568_TRIM7_43"
"4906","FUN_027336_SNX11"
"4907","FUN_008262_RAB5C_1"
"4908","FUN_026282_hypothetical_protein"
"4909","FUN_020671_COG6_2"
"4910","FUN_026162_hypothetical_protein"
"4911","FUN_022782_PIK3CA_1"
"4912","FUN_034484_hypothetical_protein"
"4913","FUN_030377_hypothetical_protein"
"4914","FUN_032967_hypothetical_protein"
"4915","FUN_004639_CERS5_2"
"4916","FUN_046072_AP3S1_2"
"4917","FUN_016559_FXYD1"
"4918","FUN_043858_hypothetical_protein"
"4919","FUN_030079_hypothetical_protein"
"4920","FUN_056787_hypothetical_protein"
"4921","FUN_031883_hypothetical_protein"
"4922","FUN_015728_MRS2"
"4923","FUN_040243_hypothetical_protein"
"4924","FUN_001043_CCNYL1"
"4925","FUN_012871_CNNM2_3"
"4926","FUN_029458_SMAP2_2"
"4927","FUN_037737_UBXN10"
"4928","FUN_009567_hypothetical_protein"
"4929","FUN_056294_hypothetical_protein"
"4930","FUN_033584_hypothetical_protein"
"4931","FUN_004885_hypothetical_protein"
"4932","FUN_046124_hypothetical_protein"
"4933","FUN_020879_hypothetical_protein"
"4934","FUN_019678_hypothetical_protein"
"4935","FUN_031314_hypothetical_protein"
"4936","FUN_013388_MAML3_1"
"4937","FUN_011366_hypothetical_protein"
"4938","FUN_035523_DLGAP4_3"
"4939","FUN_012500_WHSC1"
"4940","FUN_049455_hypothetical_protein"
"4941","FUN_046222_hypothetical_protein"
"4942","FUN_003832_hypothetical_protein"
"4943","FUN_016294_prrt2_1"
"4944","FUN_015461_SNIP1"
"4945","FUN_011468_TACC3"
"4946","FUN_039224_DIXDC1_3"
"4947","FUN_005324_CTBP1_3"
"4948","FUN_048068_SIK1_2"
"4949","FUN_045843_hypothetical_protein"
"4950","FUN_026854_hypothetical_protein"
"4951","FUN_022307_hypothetical_protein"
"4952","FUN_035766_CCBL2"
"4953","FUN_060276_hypothetical_protein"
"4954","FUN_060428_hypothetical_protein"
"4955","FUN_046014_EHBP1_2"
"4956","FUN_011274_HIPK3_3"
"4957","FUN_014628_hypothetical_protein"
"4958","FUN_045360_SYNGAP1_4"
"4959","FUN_049338_hypothetical_protein"
"4960","FUN_059037_hypothetical_protein"
"4961","FUN_007345_METTL22"
"4962","FUN_046463_hypothetical_protein"
"4963","FUN_001921_hypothetical_protein"
"4964","FUN_055613_EFR3B_1"
"4965","FUN_022392_FAM32A"
"4966","FUN_007744_DDX5_1"
"4967","FUN_048227_CDADC1"
"4968","FUN_021449_APH1B_1"
"4969","FUN_051132_hypothetical_protein"
"4970","FUN_050447_hypothetical_protein"
"4971","FUN_043745_UBE2W_1"
"4972","FUN_006155_KIF3C_1"
"4973","FUN_044914_hypothetical_protein"
"4974","FUN_042867_PER2_2"
"4975","FUN_011149_ZDHHC7"
"4976","FUN_046281_ATP5F1_1"
"4977","FUN_031330_DPYSL5"
"4978","FUN_033558_hypothetical_protein"
"4979","FUN_025964_HPCAL1_1"
"4980","FUN_011809_ZFAND3"
"4981","FUN_019633_hypothetical_protein"
"4982","FUN_024113_SKA1"
"4983","FUN_050568_GBGT1_14"
"4984","FUN_049435_hypothetical_protein"
"4985","FUN_020616_hypothetical_protein"
"4986","FUN_038127_hypothetical_protein"
"4987","FUN_025702_ZDHHC8_1"
"4988","FUN_057340_ATAD1A"
"4989","FUN_003787_hypothetical_protein"
"4990","FUN_004917_hypothetical_protein"
"4991","FUN_018797_BAG1"
"4992","FUN_015177_hypothetical_protein"
"4993","FUN_050496_MARK4_5"
"4994","FUN_006216_hypothetical_protein"
"4995","FUN_048638_hypothetical_protein"
"4996","FUN_044391_hypothetical_protein"
"4997","FUN_000998_SPRYD7_1"
"4998","FUN_020751_PRPF8"
"4999","FUN_003999_B3GALT6"
"5000","FUN_011577_NDUFAF1"
"5001","FUN_022984_hypothetical_protein"
"5002","FUN_005231_RAPGEF2_1"
"5003","FUN_027124_hypothetical_protein"
"5004","FUN_020628_NARS2"
"5005","FUN_033113_hypothetical_protein"
"5006","FUN_034018_hypothetical_protein"
"5007","FUN_036243_CHST11_2"
"5008","FUN_026522_hypothetical_protein"
"5009","FUN_045669_NAIF1"
"5010","FUN_009105_TEX9"
"5011","FUN_035666_ST3GAL3_2"
"5012","FUN_015577_hypothetical_protein"
"5013","FUN_006593_SASH1_1"
"5014","FUN_004896_BRPF3_2"
"5015","FUN_008352_hypothetical_protein"
"5016","FUN_025810_hypothetical_protein"
"5017","FUN_056890_MIB2_2"
"5018","FUN_006324_CCN2"
"5019","FUN_046294_STK38_4"
"5020","FUN_014829_TRPC1_6"
"5021","FUN_044806_hypothetical_protein"
"5022","FUN_002856_COMMD6"
"5023","FUN_048073_GEMIN8"
"5024","FUN_000277_KANSL1L"
"5025","FUN_051527_CSMD2_5"
"5026","FUN_016764_hypothetical_protein"
"5027","FUN_017243_hypothetical_protein"
"5028","FUN_019374_hypothetical_protein"
"5029","FUN_031777_FERMT2_1"
"5030","FUN_025359_WNT11"
"5031","FUN_026964_CDH10_1"
"5032","FUN_037296_TENC1_2"
"5033","FUN_050214_hypothetical_protein"
"5034","FUN_037132_COMMD7"
"5035","FUN_039759_PAFAH1B1_4"
"5036","FUN_029996_hypothetical_protein"
"5037","FUN_057233_CDK16_2"
"5038","FUN_038629_COL4A3BP_3"
"5039","FUN_026767_ADAM12_1"
"5040","FUN_056841_hypothetical_protein"
"5041","FUN_037736_DDX19B_3"
"5042","FUN_009638_CHST9"
"5043","FUN_050934_hypothetical_protein"
"5044","FUN_043800_USP45_4"
"5045","FUN_038213_CAMSAP1_2"
"5046","FUN_012637_hypothetical_protein"
"5047","FUN_013822_hypothetical_protein"
"5048","FUN_022258_hypothetical_protein"
"5049","FUN_037141_UBE2T"
"5050","FUN_043573_hypothetical_protein"
"5051","FUN_049446_KCMF1_2"
"5052","FUN_025528_hypothetical_protein"
"5053","FUN_022925_R3HDM4"
"5054","FUN_012778_MAPK8_1"
"5055","FUN_013252_PRIM2_3"
"5056","FUN_042265_hypothetical_protein"
"5057","FUN_057534_hypothetical_protein"
"5058","FUN_054074_hypothetical_protein"
"5059","FUN_007807_SMARCA4_1"
"5060","FUN_034108_FHL3_2"
"5061","FUN_011454_hypothetical_protein"
"5062","FUN_052467_SSR3"
"5063","FUN_030728_SMYD3_2"
"5064","FUN_019296_FUT11"
"5065","FUN_016291_ino80e_1"
"5066","FUN_052335_ARPP19_2"
"5067","FUN_014320_hypothetical_protein"
"5068","FUN_012479_ATP10D_1"
"5069","FUN_000104_UGT1A1_1"
"5070","FUN_049935_PPP6C_1"
"5071","FUN_039413_LHFPL2A"
"5072","FUN_058648_hypothetical_protein"
"5073","FUN_014821_ACBD5_1"
"5074","FUN_026851_OXLD1"
"5075","FUN_048973_CYP3A4_5"
"5076","FUN_016450_DNAH5_7"
"5077","FUN_042412_ARMC6"
"5078","FUN_006179_DNMT3A_2"
"5079","FUN_037847_hypothetical_protein"
"5080","FUN_055340_FBXO16"
"5081","FUN_009740_hypothetical_protein"
"5082","FUN_004982_hypothetical_protein"
"5083","FUN_021373_LMO1_3"
"5084","FUN_054609_GRIA2_4"
"5085","FUN_019880_GRIA3_11"
"5086","FUN_043012_LIG1_1"
"5087","FUN_004580_hypothetical_protein"
"5088","FUN_010956_YAP1_2"
"5089","FUN_044164_hypothetical_protein"
"5090","FUN_049903_hypothetical_protein"
"5091","FUN_049393_HOOK3_3"
"5092","FUN_012589_NFU1_1"
"5093","FUN_021747_EIF4G2_1"
"5094","FUN_042587_PDE4DIP_2"
"5095","FUN_040331_PDE3A_2"
"5096","FUN_043105_TMEM71"
"5097","FUN_024440_CA9"
"5098","FUN_015522_TAF12"
"5099","FUN_004892_BRPF3_1"
"5100","FUN_030609_KIF13B_5"
"5101","FUN_038062_TFCP2"
"5102","FUN_005451_hypothetical_protein"
"5103","FUN_037822_SDF4"
"5104","FUN_000585_hypothetical_protein"
"5105","FUN_038766_hypothetical_protein"
"5106","FUN_012202_hypothetical_protein"
"5107","FUN_039582_FTSJ1"
"5108","FUN_015313_hypothetical_protein"
"5109","FUN_038722_BDP1_2"
"5110","FUN_055615_EFR3B_2"
"5111","FUN_037474_TCP1"
"5112","FUN_005422_CA5B"
"5113","FUN_053322_hypothetical_protein"
"5114","FUN_011983_FBXO9"
"5115","FUN_006779_hypothetical_protein"
"5116","FUN_018226_MTA2"
"5117","FUN_022648_CELF5_1"
"5118","FUN_046135_PTCH1_4"
"5119","FUN_025052_PTRH2"
"5120","FUN_038196_DNAJB5_2"
"5121","FUN_043390_hypothetical_protein"
"5122","FUN_004901_mbd1_1"
"5123","FUN_001326_CDCA7"
"5124","FUN_034476_hypothetical_protein"
"5125","FUN_031126_hypothetical_protein"
"5126","FUN_039121_RAB39B_2"
"5127","FUN_021273_GYG1_4"
"5128","FUN_010038_GPC4_1"
"5129","FUN_043770_AMOTL1"
"5130","FUN_032340_hypothetical_protein"
"5131","FUN_033518_PTPRZ1_5"
"5132","FUN_018233_hypothetical_protein"
"5133","FUN_044148_SLCO5A1_4"
"5134","FUN_037989_KCNG1_1"
"5135","FUN_047123_hypothetical_protein"
"5136","FUN_041016_hypothetical_protein"
"5137","FUN_003330_hypothetical_protein"
"5138","FUN_027094_ACSF2_3"
"5139","FUN_007835_E4F1"
"5140","FUN_051886_FOXK1_2"
"5141","FUN_023294_hypothetical_protein"
"5142","FUN_054359_THBS2_2"
"5143","FUN_012872_BORCS7"
"5144","FUN_037085_UBA3"
"5145","FUN_037143_hypothetical_protein"
"5146","FUN_035653_UQCC2"
"5147","FUN_040362_BICD2_3"
"5148","FUN_051889_WIPI2"
"5149","FUN_031855_hypothetical_protein"
"5150","FUN_021478_SOX6_1"
"5151","FUN_038105_RAPGEF6"
"5152","FUN_035545_hypothetical_protein"
"5153","FUN_051457_RBM48"
"5154","FUN_025952_ACAT2"
"5155","FUN_029377_UBE2E1_3"
"5156","FUN_056000_hypothetical_protein"
"5157","FUN_050628_hypothetical_protein"
"5158","FUN_030084_ENPP7_2"
"5159","FUN_035652_hypothetical_protein"
"5160","FUN_057576_HECTD4_2"
"5161","FUN_040149_hypothetical_protein"
"5162","FUN_017656_hypothetical_protein"
"5163","FUN_036990_hypothetical_protein"
"5164","FUN_056985_hypothetical_protein"
"5165","FUN_039444_ADORA2A"
"5166","FUN_044314_hypothetical_protein"
"5167","FUN_045482_PSMC4"
"5168","FUN_040642_hypothetical_protein"
"5169","FUN_046688_TRIM33_3"
"5170","FUN_054504_NDST3_3"
"5171","FUN_051739_PDPK1_4"
"5172","FUN_027435_NPTX2_1"
"5173","FUN_023574_VPS13C_2"
"5174","FUN_049042_hypothetical_protein"
"5175","FUN_020917_CSNK1G2_1"
"5176","FUN_023328_hypothetical_protein"
"5177","FUN_035893_LRRC40"
"5178","FUN_030944_hypothetical_protein"
"5179","FUN_007881_ATP5PD"
"5180","FUN_043632_TMEM68"
"5181","FUN_059344_hypothetical_protein"
"5182","FUN_042268_ZCCHC2_1"
"5183","FUN_052349_ONECUT1_1"
"5184","FUN_004750_hypothetical_protein"
"5185","FUN_036653_hypothetical_protein"
"5186","FUN_022359_TIMM13"
"5187","FUN_010219_hypothetical_protein"
"5188","FUN_029945_FIP1L1_1"
"5189","FUN_006646_hypothetical_protein"
"5190","FUN_019144_hypothetical_protein"
"5191","FUN_022114_AKAP13_3"
"5192","FUN_034350_hypothetical_protein"
"5193","FUN_026423_hypothetical_protein"
"5194","FUN_003467_hypothetical_protein"
"5195","FUN_007757_hypothetical_protein"
"5196","FUN_022046_ASPSCR1_1"
"5197","FUN_015256_TSNARE1"
"5198","FUN_054000_MYH9_51"
"5199","FUN_013269_PHACTR2"
"5200","FUN_020672_COG6_3"
"5201","FUN_043940_POLA1_2"
"5202","FUN_019857_RAB38_2"
"5203","FUN_012736_GOT1"
"5204","FUN_035630_hypothetical_protein"
"5205","FUN_041546_wnk1"
"5206","FUN_006354_MAP3K7"
"5207","FUN_055928_hypothetical_protein"
"5208","FUN_043118_SLCO5A1_1"
"5209","FUN_051058_ADGRL1_2"
"5210","FUN_037627_TGM1_7"
"5211","FUN_060241_hypothetical_protein"
"5212","FUN_023576_VPS13C_4"
"5213","FUN_029586_CSNK2B"
"5214","FUN_004998_NEIL3"
"5215","FUN_051722_hypothetical_protein"
"5216","FUN_039494_AGPAT9_2"
"5217","FUN_042188_hypothetical_protein"
"5218","FUN_040009_CBX3_1"
"5219","FUN_044625_hypothetical_protein"
"5220","FUN_024154_MAT2A_1"
"5221","FUN_050137_SEPW1"
"5222","FUN_037766_LIMA1_4"
"5223","FUN_040170_hypothetical_protein"
"5224","FUN_010612_SNAPC5"
"5225","FUN_002859_hypothetical_protein"
"5226","FUN_038780_hypothetical_protein"
"5227","FUN_056021_hypothetical_protein"
"5228","FUN_006320_hypothetical_protein"
"5229","FUN_009080_DNAJA2_1"
"5230","FUN_042855_ACSL3"
"5231","FUN_019988_SLC1A5_1"
"5232","FUN_037441_CTC1"
"5233","FUN_044115_hypothetical_protein"
"5234","FUN_000730_RAB3GAP1_1"
"5235","FUN_031133_hypothetical_protein"
"5236","FUN_016464_hypothetical_protein"
"5237","FUN_015040_hypothetical_protein"
"5238","FUN_003436_hypothetical_protein"
"5239","FUN_036868_hypothetical_protein"
"5240","FUN_055230_hypothetical_protein"
"5241","FUN_054262_hypothetical_protein"
"5242","FUN_043644_hypothetical_protein"
"5243","FUN_019139_hypothetical_protein"
"5244","FUN_047331_hypothetical_protein"
"5245","FUN_028461_hypothetical_protein"
"5246","FUN_034532_hypothetical_protein"
"5247","FUN_005577_hypothetical_protein"
"5248","FUN_011952_RAB23"
"5249","FUN_054391_EXOSC9"
"5250","FUN_000387_SBNO1_3"
"5251","FUN_057326_hypothetical_protein"
"5252","FUN_024677_HIST2H2AB_1"
"5253","FUN_040748_hypothetical_protein"
"5254","FUN_060391_hypothetical_protein"
"5255","FUN_015834_hypothetical_protein"
"5256","FUN_018795_LPIN2_1"
"5257","FUN_023237_hypothetical_protein"
"5258","FUN_057505_VPS33A"
"5259","FUN_034545_hypothetical_protein"
"5260","FUN_044805_hypothetical_protein"
"5261","FUN_020080_hypothetical_protein"
"5262","FUN_021611_AP1G1_2"
"5263","FUN_052459_hypothetical_protein"
"5264","FUN_018381_hypothetical_protein"
"5265","FUN_046404_hypothetical_protein"
"5266","FUN_040499_hypothetical_protein"
"5267","FUN_039647_CLINT1_2"
"5268","FUN_023561_SHC2_2"
"5269","FUN_037588_hypothetical_protein"
"5270","FUN_021906_MYO9A_2"
"5271","FUN_037872_hypothetical_protein"
"5272","FUN_017517_HAUS3"
"5273","FUN_010063_FOSL1_1"
"5274","FUN_029568_SH3BP5L_2"
"5275","FUN_002115_SURF4_1"
"5276","FUN_028292_DZIP1_1"
"5277","FUN_010599_SKOR1B_2"
"5278","FUN_004471_INPP1"
"5279","FUN_054691_CFAP97"
"5280","FUN_027694_SPAG9_6"
"5281","FUN_019255_FBXO38_1"
"5282","FUN_020599_TFDP2"
"5283","FUN_034598_GABRA5_4"
"5284","FUN_001317_PDK1"
"5285","FUN_024657_hypothetical_protein"
"5286","FUN_052791_FZD9_2"
"5287","FUN_056026_hypothetical_protein"
"5288","FUN_041826_NAV3_3"
"5289","FUN_049612_EMC6"
"5290","FUN_027191_hypothetical_protein"
"5291","FUN_056915_MAGI1_7"
"5292","FUN_044152_hypothetical_protein"
"5293","FUN_012579_SFXN1_1"
"5294","FUN_018006_NAT16"
"5295","FUN_038725_JAK2_3"
"5296","FUN_031927_TSSC1_5"
"5297","FUN_004272_hypothetical_protein"
"5298","FUN_035867_MRPL47_1"
"5299","FUN_003164_hypothetical_protein"
"5300","FUN_033711_hypothetical_protein"
"5301","FUN_049873_POLE3"
"5302","FUN_014827_TRPC1_5"
"5303","FUN_046186_YTHDF1"
"5304","FUN_043300_hypothetical_protein"
"5305","FUN_022143_RLBP1_2"
"5306","FUN_005108_hypothetical_protein"
"5307","FUN_029010_hypothetical_protein"
"5308","FUN_006746_hypothetical_protein"
"5309","FUN_055301_KIFAP3_4"
"5310","FUN_056967_hypothetical_protein"
"5311","FUN_020428_PAFAH1B1_3"
"5312","FUN_043361_IFT80_1"
"5313","FUN_024111_NT5C2_2"
"5314","FUN_016064_hypothetical_protein"
"5315","FUN_046824_GRIP2_6"
"5316","FUN_056132_hypothetical_protein"
"5317","FUN_020670_COG6_1"
"5318","FUN_041999_SH3GLB1_3"
"5319","FUN_005879_hypothetical_protein"
"5320","FUN_019992_hypothetical_protein"
"5321","FUN_028804_GPD2_4"
"5322","FUN_004857_hypothetical_protein"
"5323","FUN_044952_hypothetical_protein"
"5324","FUN_003975_PFKFB2_1"
"5325","FUN_037317_OSBPL2_2"
"5326","FUN_011532_MATN3_1"
"5327","FUN_030610_KIF13B_6"
"5328","FUN_054848_hypothetical_protein"
